,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526447308028,-200,-200,-200,-69,-73,-83,-72,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-89,-200
1526447308131,-71,-87,-200,-72,-78,-200,-72,-200,-200,-200,-87,-200,-200,-200,-93,-200,-200,-200,-94,-200
1526447312640,-71,-89,-200,-72,-200,-200,-82,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200,-200,-200,-200
1526447312745,-200,-89,-200,-200,-200,-91,-79,-200,-82,-87,-96,-200,-200,-200,-93,-200,-200,-200,-95,-200
1526447312852,-71,-89,-200,-73,-200,-92,-79,-200,-200,-86,-200,-200,-200,-200,-92,-200,-200,-200,-94,-200
1526447312957,-200,-89,-200,-73,-200,-90,-79,-200,-82,-86,-200,-97,-200,-200,-200,-200,-200,-200,-94,-200
1526447317500,-200,-200,-91,-72,-73,-86,-71,-93,-75,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447317599,-70,-200,-200,-200,-200,-200,-72,-200,-73,-89,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447317705,-200,-200,-90,-71,-200,-86,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447317813,-200,-200,-91,-70,-71,-85,-200,-92,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447317915,-200,-71,-200,-72,-71,-200,-72,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447318024,-70,-200,-200,-200,-200,-200,-72,-200,-74,-88,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200
1526447322530,-65,-72,-200,-200,-200,-83,-200,-200,-76,-79,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200
1526447322645,-64,-71,-200,-200,-200,-83,-200,-96,-200,-79,-89,-92,-200,-200,-200,-89,-200,-200,-90,-200
1526447322738,-65,-72,-200,-200,-200,-200,-200,-200,-75,-79,-91,-200,-200,-200,-200,-200,-93,-200,-200,-200
1526447322843,-200,-71,-200,-70,-200,-200,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447322954,-65,-73,-200,-200,-200,-200,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-93,-87,-200,-200
1526447323064,-66,-200,-200,-200,-200,-200,-72,-97,-200,-79,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200
1526447327510,-70,-99,-200,-72,-76,-200,-81,-200,-200,-90,-200,-200,-200,-200,-92,-200,-200,-200,-93,-200
1526447327607,-71,-96,-200,-72,-76,-92,-81,-200,-82,-90,-200,-93,-200,-200,-91,-200,-200,-200,-92,-200
1526447327730,-71,-94,-200,-73,-76,-200,-81,-200,-81,-91,-94,-93,-200,-200,-92,-200,-200,-200,-93,-200
1526447327856,-70,-200,-200,-73,-76,-200,-81,-200,-82,-92,-94,-200,-200,-200,-90,-200,-200,-99,-93,-200
1526447327959,-71,-200,-200,-200,-76,-200,-80,-200,-81,-90,-92,-200,-200,-200,-92,-200,-200,-200,-94,-200
1526447328074,-71,-95,-200,-73,-77,-92,-80,-200,-81,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200
1526447328188,-70,-71,-200,-72,-72,-200,-79,-200,-81,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200
1526447332582,-69,-72,-200,-72,-72,-200,-200,-95,-74,-84,-200,-91,-87,-200,-200,-200,-200,-89,-92,-200
1526447332683,-200,-200,-200,-200,-200,-200,-200,-200,-74,-84,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200
1526447332822,-200,-73,-92,-200,-72,-200,-70,-200,-73,-84,-200,-92,-200,-200,-200,-200,-200,-200,-94,-200
1526447332891,-200,-73,-200,-72,-73,-200,-73,-200,-74,-85,-200,-200,-87,-200,-200,-200,-200,-90,-94,-200
1526447333001,-200,-73,-200,-72,-200,-82,-72,-200,-74,-200,-200,-200,-200,-200,-200,-89,-94,-200,-200,-200
1526447337551,-66,-200,-200,-70,-73,-82,-70,-200,-74,-200,-88,-200,-200,-200,-92,-89,-94,-200,-90,-200
1526447337686,-200,-72,-200,-70,-72,-83,-200,-200,-200,-200,-86,-91,-200,-200,-92,-200,-200,-88,-200,-200
1526447337786,-65,-71,-94,-200,-200,-200,-72,-200,-200,-200,-87,-200,-90,-200,-200,-88,-200,-200,-200,-200
1526447337897,-66,-200,-200,-69,-72,-200,-200,-200,-200,-200,-88,-200,-200,-98,-200,-200,-92,-200,-200,-200
1526447338011,-200,-200,-200,-70,-200,-200,-73,-200,-200,-200,-86,-91,-200,-200,-93,-200,-200,-200,-90,-200
1526447342513,-200,-200,-200,-73,-77,-90,-80,-200,-83,-88,-91,-96,-200,-200,-200,-200,-200,-99,-95,-200
1526447342608,-200,-200,-200,-73,-77,-91,-79,-200,-84,-87,-95,-95,-200,-200,-200,-200,-200,-200,-200,-200
1526447342721,-71,-200,-200,-72,-77,-91,-200,-200,-200,-87,-94,-200,-200,-200,-95,-200,-200,-200,-94,-200
1526447342849,-71,-200,-200,-73,-77,-91,-80,-200,-200,-87,-93,-200,-200,-200,-94,-200,-200,-200,-200,-200
1526447342958,-200,-200,-200,-73,-200,-92,-79,-200,-83,-87,-96,-200,-200,-200,-94,-200,-200,-200,-97,-200
1526447343070,-70,-100,-200,-72,-200,-200,-71,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447347623,-71,-72,-200,-73,-71,-87,-73,-200,-74,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200
1526447347717,-200,-72,-200,-72,-72,-200,-73,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526447347823,-70,-200,-200,-200,-71,-200,-70,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200
1526447347933,-70,-73,-200,-72,-71,-200,-72,-200,-200,-200,-94,-100,-84,-200,-200,-200,-200,-200,-200,-200
1526447348038,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200
