TimeStamp,e0:d1:73:a1:20:e0,cc:d5:39:24:a7:70,e0:d1:73:a1:20:e2,e0:d1:73:95:71:42,e0:d1:73:a1:20:e4,54:78:1a:24:67:c1,e0:d1:73:a1:20:ee,e0:d1:73:a1:20:eb,e0:d1:73:95:71:44,cc:d5:39:24:a7:75,e0:d1:73:95:71:40,cc:d5:39:9a:e4:81,84:78:ac:dc:d4:a5,e0:d1:73:a1:20:ed,54:78:1a:24:67:c0,54:78:1a:24:67:c5,cc:d5:39:24:a7:74,84:78:ac:dc:d4:a0,84:78:ac:dc:d4:a4,cc:d5:39:24:a7:72,e0:d1:73:a1:20:e5,54:78:1a:24:67:c4,84:78:ac:dc:d4:a1,e0:d1:73:95:71:45,54:78:1a:24:67:c2,e0:d1:73:a1:20:e1,cc:d5:39:24:a7:71,cc:d5:39:9a:e4:80,e0:d1:73:95:71:41,84:78:ac:dc:d4:a2,e0:d1:73:0f:2f:72,e0:d1:73:0f:2f:74,e0:d1:73:0f:2f:70,e0:d1:73:0f:2f:71,cc:d5:39:9a:e4:85,e0:d1:73:a1:20:ef,e0:d1:73:a1:20:ec,e0:d1:73:a1:20:ea,34:a8:4e:29:3d:90,84:78:ac:dc:d4:aa,cc:d5:39:9a:e4:84,cc:d5:39:9a:e4:82,e0:d1:73:d8:74:91,e0:d1:73:d8:74:90,e0:d1:73:d8:74:95,e0:d1:73:d8:74:94,20:3a:07:aa:41:34,20:3a:07:aa:41:35,20:3a:07:aa:41:30,20:3a:07:aa:41:31,e0:d1:73:d8:74:92,cc:d5:39:6a:49:e4,cc:d5:39:6a:49:e0,20:3a:07:aa:41:32,cc:d5:39:6a:49:e2,20:3a:07:aa:41:3e,20:3a:07:aa:41:3f,20:3a:07:aa:41:3b,20:3a:07:aa:41:3d,20:3a:07:aa:41:3c,cc:d5:39:6a:49:e5,20:3a:07:aa:41:3a,e0:d1:73:d8:74:9c,e0:d1:73:de:ac:11,e0:d1:73:de:ac:10,e0:d1:73:de:ac:14,e0:d1:73:de:ac:12,e0:d1:73:d8:74:9a,e0:d1:73:d8:74:9f,e0:d1:73:d8:74:9d,e0:d1:73:d8:74:9b,e0:d1:73:d8:74:9e,e0:d1:73:0f:2f:75,e0:d1:73:de:ac:15,e0:d1:73:bd:c9:a1,e0:d1:73:bd:c9:a5,e0:d1:73:bd:c9:a2,e0:d1:73:bd:c9:a0,e0:d1:73:bd:c9:a4,e0:d1:73:bd:c9:ac,e0:d1:73:bd:c9:ad,e0:d1:73:bd:c9:ab,e0:d1:73:bd:c9:af,e0:d1:73:bd:c9:aa,e0:d1:73:bd:c9:ae,20:3a:07:cd:9c:72,34:a8:4e:29:3d:91,34:a8:4e:29:3d:92,34:a8:4e:29:3d:95,20:3a:07:cd:9c:71,34:a8:4e:29:3d:94,cc:d5:39:51:6c:e4,cc:d5:39:51:6c:e5,cc:d5:39:51:6c:e1,cc:d5:39:7f:3c:45,cc:d5:39:7f:3c:44
1454081845051,,,-86,,-86,,,,,,,,,,,,,,,,-86,,,,,-85,,,,,,,,,,,,,,,,,-62,-66,-65,-65,,,,,-69,,,-87,,,,,,,,,-89,,,,,-90,-81,-81,-90,-80,,,,,,,,,,,,,,,,,,,,,,,,
1454081845956,,,-86,,-86,,,,,,,,,,,,,,,,-86,,,,,-85,,,,,,,,,,,,,,,,,-62,-66,-63,-65,,,-87,,-69,,,-88,,,,,,,,,-89,,,,,-90,-81,-88,-90,-86,,,,,,,,,,,,,,,,,,,,,,,,
1454081846849,,,-86,,-86,,,,,,,,,,,,,,,,-86,,,,,-85,,,,,,,,,,,,,,,,,-71,-66,-63,-65,,-85,-87,,-63,,,-88,,,,,,,,,-89,,,,,-90,-88,-88,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,
1454081847745,,,,,-86,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,-71,-71,-73,-75,,-85,-87,-87,-63,,,-87,,,,,,,,,-89,,,,,-90,-88,-88,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,
1454081848644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-71,-73,-75,,-85,-85,-87,-63,,,-87,,,,,,,,,-89,,,,,-90,-88,-88,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,
1454081849537,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,-71,-73,-71,,-85,-85,-87,-71,,,-87,,,,,,,,,,,,,,,-88,-88,-88,-86,,,,,,,,,,,,,,,,,,,,,,,,
1454081850442,,,-88,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,-69,-71,-73,-71,,-85,-85,-87,-71,,,-87,,,,,,,,,,,,,,,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,
1454081851341,,,-88,,,,,,,,,,,,,,,,,,-86,,,,,-88,,,,,,,,,,,,,,,,,-69,-71,-73,-68,,-85,-85,-87,-68,,,-87,,,,,,,,,,,,,,-90,-88,,-90,,,,,,,,,,,,,,,,,,,,,,,,,
1454081852244,,,-86,,,,,,,,,,,,,,,,,,-86,,,,,-88,,,,,,,,,,,,,,,,,-69,-62,-64,-62,,-85,-85,,-68,,,,,,,,,,,,-85,,,,,-90,-88,,-90,-87,,,,,,,,,,,,,,,,,,,,,,,,
1454081853136,,,-86,,,,,,,,,,,,,,,,,,-84,,,,,-88,,,,,,,,,,,,,,,,,-62,-62,-64,-62,,,-89,,-68,,,,,,,,,,,,-85,,,,,-90,-88,-85,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,
1454081854046,,,-87,,,,,,,,,,,,,,,,,,-84,,,,,-85,,,,,,,,,,,,,,,,,-62,-67,-64,-66,,,-89,,-65,,,,,,,,,,,,-90,,,,,-91,-88,-85,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,
1454081854941,,,-84,,-85,,,,,,,,,,,,,,,,-84,,,,,-85,,,,,,,,,,,,,,,,,-62,-67,-67,-66,,,-89,,-65,,,,,,,,,,,,-90,,,,,-91,-88,-85,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,
1454081855839,,,-84,,-85,,,,,,,,,,,,,,,,-78,,,,,-80,,,,,,,,,,,,,,,,,-69,-67,-67,-66,,,-89,,-71,,,,,,,,,,,,-90,,,,,-91,,-85,-87,-87,,,,,,,,,,,,,,,,,,,,,,,,
1454081856757,-80,,-81,,-81,,,,,,,,,,,,,,,,-78,,,,,-80,,,,,,,,,,,,,,,,,-69,-75,-74,-76,,,-89,,-71,,,,,,,,,,,,-90,,,,,-91,,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,
1454081857652,-80,,-80,,-80,,,,,,,,,,,,,,,,-84,,,,,-80,,,,,,,,,,,,,,,,,-69,-75,-74,-76,,,,,-71,,,,,,,,,,,,-90,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081858576,-80,,-80,,-80,,,,,,,,,,,,,,,,-84,,,,,-83,,,,,,,,,,,,,,,,,-76,-75,-74,-76,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081859468,-77,,-77,,-80,,,,,,,,,,,,,,,,-84,,,,,-79,,,,,,,,,,,,,,,,,-76,-75,-74,-76,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081860365,-72,,-73,,-75,,,-87,,,,,,-88,,,,,,,-84,,,,,-79,,,,,,,,,,-88,,,,,,,-76,-75,-81,-76,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081861261,-73,,-72,,-75,,,-87,,,,,,-88,,,,,,,-84,,,,,-75,,,,,,,,,,-88,-85,-88,,,,,-83,-75,-81,-85,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081862149,-71,,-71,,-71,,-84,-83,,,,,,-82,,,,,,,,,,,,-75,,,,,,,,,,-88,-85,-88,,,,,-83,-86,-87,-85,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081863048,-66,,-66,,-71,,-84,-83,,,,,,-82,,,,,,,-67,,,,,-75,,,,,,,,,,-88,-84,-82,,,,,-87,-86,-87,-85,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081863946,-67,,-66,,-67,,-82,-83,,,,,,-83,,,,,,,-67,,,,,-75,,,,,,,,,,-88,-84,-82,,,,,-87,-85,-87,-87,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081864852,-69,,-69,,-67,,-82,-85,,,,,,-83,,,,,,,-72,,,,,-75,,,,,,,,,,-86,-84,-82,,,,,-84,-85,-87,-87,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081865747,-72,,-72,,-67,,-82,-85,,,,,,-83,,,,,,,-72,,,,,-73,,,,,,,,,,-86,-84,-82,,,,,-84,-85,-87,-84,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081866637,-72,,-75,,-76,,-82,-85,,,,,,-83,,,,,,,-72,,,,,-73,,,,,,,,,,-86,-84,-82,,,,,-84,-82,-83,-84,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081867536,-72,,-75,,-76,,-82,-85,,,,,,-83,,,,,,,-72,,,,,-78,,,,,,,,,,-86,,,,,,,-80,-82,-83,-84,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081868429,-80,,-80,,-80,,,-85,,,,,,,,,,,,,-72,,,,,-78,,,,,,,,,,-86,,,,,,,-80,-78,-79,-77,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081869315,-82,,-81,,-80,,,,,,,,,,,,,,,,-81,,,,,-78,,,,,,,,,,,,,,,,,-78,-78,-79,-77,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081870206,-77,,-76,,-78,,,,,,,,,,,,,,,,-81,,,,,-78,,,,,,,,,,,,,,,,,-78,-81,-81,-81,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081871139,-73,,-72,,-73,,,,,,,,,-87,,,,,,,-81,,,,,-78,,,,,,,,,,,,,,,,,-78,-83,-85,-81,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081872027,-72,,-71,,-73,,,,,,,,,-87,,,,,,,-72,,,,,,,,,,,,,,,-86,-88,,,,,,-83,-83,-85,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081872937,-71,,-72,,-73,,-87,,,,,,,-87,,,,,,,-72,,,,,,,,,,,,,,,-86,-88,,,,,,-83,-86,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081873823,-70,,-70,,-73,,-87,-87,,,,,,-86,,,,,,,-69,,,,,,,,,,,,,,,-83,-88,,,,,,-83,-86,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081874714,-70,,-70,,-73,,-85,-87,,,,,,-86,,-88,,,,,-69,,,,,-71,,,,,,,,,,-83,-85,,,,,,-83,-86,-83,-85,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081875616,-68,,-67,,-67,,-85,-84,,,,,,-84,,-88,,,,,-68,,,,,-71,,,,,,,,,,-84,-85,,,,,,-83,-86,-85,-85,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081876508,-70,,-70,,-67,,-85,-84,,,,,,-84,,-88,,,,,-68,,,,,-70,,,,,,,,,,-84,-87,-87,,,,,-86,-86,-85,-85,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081877393,-73,,-73,,-73,,-85,-87,,,,,,-89,,-88,,,,,-68,,,,,-70,,,,,,,,,,-84,-87,-87,,,,,-86,-84,-87,-85,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081878287,-68,,-68,,-73,,-85,-87,,,,,,-89,,-88,,,,,-68,,,,,-68,,,,,,,,,,-84,-88,-88,,,,,-83,-84,-87,-85,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081879233,-70,,-70,,-73,,,-87,,,,,,-89,,,,,,,-68,,,,,-70,,,,,,,,,,-84,-86,-86,,,,,-83,-84,-87,-82,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081880133,-74,,-74,,-74,,,-87,,,,,,-89,,,,,,,,,,,,-70,,,,,,,,,,,-86,-86,,,,,-83,-79,-80,-79,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081881044,-72,,-72,,-74,,,-87,,,,,,-89,,,,,,,-73,,,,,-70,,,,,,,,,,-86,-86,-87,,,,,-77,-79,-80,-79,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081881940,-73,,-73,,-74,,,-87,,,,,,,,,,,,,-73,,,,,-73,,,,,,,,,,-86,-86,-87,,,,,-78,-79,-80,-79,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081882824,-75,,-75,,-75,,,-87,,,,,,,,,,,,,-73,,,,,-73,,,,,,,,,,-86,-86,-87,,,,,-78,-76,-77,-79,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081883708,-75,,-75,,-75,,,-87,,,,,,,,,,,,,-73,,,,,-78,,,,,,,,,,-86,,-87,,,,,-74,-76,-77,-79,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081884589,-79,,-79,,-81,,,-87,,,,,,,,,,,,,-73,,,,,-78,,,,,,,,,,-86,,-87,,,,,-74,-72,-72,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081885469,-79,,-79,,-81,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,,-74,-72,-72,-74,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081886364,-79,,-79,,-81,,,,,,,,,,,,,,,,-80,,,,,-80,,,,,,,,,,,,,,,,,-74,-72,-69,-74,,,,,-74,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,
1454081887305,-81,,-80,,-81,,,,,,,,,,,,,,,,-80,,,,,-80,,,,,,,,,,,,,,,,,-70,-72,-69,-74,,,,,-74,,,,,,,,,,,,,,,,,,,-88,-91,-91,,,,,,,,,,,,,,,,,,,,,,,,
1454081888203,-81,,-80,,-81,,,,,,,,,,,,,,,,-80,,,,,-78,,,,,,,,,,,,,,,,,-70,-72,-69,-69,,,,,-72,,,,,,,,,,,,,,,,,-89,,-88,-91,-91,,,,,,,,,,,,,,,,,,,,,,,,
1454081889091,-82,,-83,,-84,,,,,,,,,,,,,,,,-80,,,,,-78,,,,,,,,,,,,,,,,,-70,-67,-68,-69,,,,,-72,,,,,,,,,,,,,,,,,-89,,-88,-91,-91,,,,,,,,,,,,,,,,,,,,,,,,
1454081889989,-82,,-83,,-84,,,,,,,,,,,,,,,,-80,,,,,-80,,,,,,,,,,,,,,,,,-73,-67,-68,-69,,,,,-71,,,,,,,,,,,,,,,,,-89,,-88,-91,-91,,,,,,,,,,,,,,,,,,,,,,,,
1454081890886,-78,,-79,,-78,,,,,,,,,,,,,,,,-80,,,,,-80,,,,,,,,,,,,,,,,,-73,-71,-71,-69,,,,,-71,,,,,,,,,,,,,,,,,-89,,-88,-91,,,,,,,,,,,,,,,,,,,,,,,,,
1454081891777,-78,,-79,,-78,,,,,,,,,,,,,,,,-81,,,,,-80,,,,,,,,,,,,,,,,,-73,-71,-71,-69,,,,,-71,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081892654,-76,,-76,,-77,,,,,,,,,,,,,,,,-81,,,,,-76,,,,,,,,,,,,,,,,,-73,-77,-71,-76,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081893526,-77,,-76,,-77,,,,,,,,,,,,,,,,-75,,,,,-76,,,,,,,,,,,-88,-88,,,,,-79,-77,-71,-76,,,,,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081894417,-71,,-71,,-70,,,-88,,,,,,-87,,,,,,,-75,,,,,-76,,,,,,,,,,-86,-88,-88,,,,,-79,-77,-79,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081895351,-72,,-72,,-73,,,-88,,,,,,-87,,,,,,,-73,,,,,-76,,,,,,,,,,-87,-88,-88,,,,,-78,-77,-79,-76,,,,,,,,,,,,,,,,,,,,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081896264,-74,,-74,,-73,,,-88,,,,,,-87,,,,,,,-73,,,,,-76,,,,,,,,,,-87,-88,-88,,,,,-81,-77,-79,-77,,,,,-76,,,,,,,,,,,,,,,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081897157,-74,,-74,,-74,,,-88,,,,,,-87,,,,,,,-73,,,,,-76,,,,,,,,,,-87,-88,-88,,,,,-81,-76,-74,-76,,,,,-76,,,,,,,,,,,,,-87,,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081898052,-75,,-75,,-74,,,-88,,,,,,-87,,,,,,,-76,,,,,-76,,,,,,,,,,-87,,,,,,,-71,-76,-74,-76,,,,,-76,,,,,,,,,,,,,-87,,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081898946,-75,,-75,,-74,,,,,,,,,,,,,,,,-76,,,,,-75,,,,,,,,,,-87,,,,,,,-71,-75,-74,-76,,,,,-75,,,,,,,,,,,,,-87,,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081899845,-78,,-78,,-78,,,,,,,,,,,,,,,,-78,,,,,-75,,,,,,,,,,,,,,,,,-71,-75,-69,-76,,,,,-75,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081900724,-78,,-78,,-78,,,,,,,,,,,,,,,,-78,,,,,-79,,,,,,,,,,,,,,,,,-71,-75,-69,-65,,,,,-64,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081901617,-83,,-82,,-82,,,,,,,,,,,,,,,,-83,,,,,-79,,,,,,,,,,,,,,,,,-71,-75,-66,-65,,,,,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081902505,-83,,-82,,-82,,,,,,,,,,,,,,,,-83,,,,,-83,,,,,,,,,,,,,,,,,-63,-75,-66,-63,,-87,,,-63,,,,,,,,,,,,,,,,,-86,-86,,-89,,,,,,,,,,,,,,,,,,,,,,,,,
1454081903417,-83,,-82,,-84,,,,,,,,,,,,,,,,-84,,,,,-83,,,,,,,,,,,,,,,,,-63,,-64,-63,,-87,-88,,-63,,,,,,,,,,,,,,,,,-86,-86,,-89,,,,,,,,,,,,,,,,,,,,,,,,,
1454081904312,-83,,-82,,-84,,,,,,,,,,,,,,,,-85,,,,,-83,,,,,,,,,,,,,,,,,-68,,-64,-63,,-87,-88,,-63,,,,,,,,,,,,,,,,,-86,-86,-91,-90,,,,,,,,,,,,,,,,,,,,,,,,,
1454081905217,-83,,-82,,-84,,,,,,,,,,,,,,,,-85,,,,,-87,,,,,,,,,,,,,,,,,-68,-63,-64,-63,,-87,-88,,-64,,,,,,,,,,,,-89,,,,,-88,-86,-91,-90,,,,,,,,,,,,,,,,,,,,,,,,,
1454081906112,-83,,,,-84,,,,,,,,,,,,,,,,-85,,,,,-87,,,,,,,,,,,,,,,,,-68,-63,-75,-63,,-87,-88,,-64,,,,,,,,,,,,-89,,,,,-88,-86,-91,-90,,,,,,,,,,,,,,,,,,,,,,,,,
1454081906998,-83,,,,-84,,,,,,,,,,,,,,,,-85,,,,,-87,,,,,,,,,,,,,,,,,-69,-63,-75,-63,,,-88,,-73,,,,,,,,,,,,-89,,,,,-88,,-91,-90,,,,,,,,,,,,,,,,,,,,,,,,,
1454081907892,-86,,,,-86,,,,,,,,,,,,,,,,-85,,,,,-87,,,,,,,,,,,,,,,,,-69,-63,-74,-63,,,,,-73,,,,,,,,,,,,-89,,,,,-88,,-91,-90,,,,,,,,,,,,,,,,,,,,,,,,,
1454081908799,-86,,,,-86,,,,,,,,,,,,,,,,-85,,,,,-87,,,,,,,,,,,,,,,,,-75,-63,-74,-74,,,,,-75,,,,,,,,,,,,-89,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081909693,-86,,-87,,-86,,,,,,,,,,,,,,,,-85,,,,,-87,,,,,,,,,,,,,,,,,-75,-73,-73,-73,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454081910594,-88,,-87,,-86,,,,,,,,,,,,,,,,-87,,,,,-87,,,,,,,,,,,,,,,,,-67,-73,-73,-73,,,,,-75,,,,,,,,,,,,,,,,,,,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,
1454081911492,-88,,-87,,-86,,,,,,,,,,,,,,,,-87,,,,,-87,,,,,,,,,,,,,,,,,-67,-73,-73,-58,,,,-87,-58,,,,,,,,,,,,-88,,,,,-89,-89,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,
1454081912419,-88,,-87,,-86,,,,,,,,,,,,,,,,-87,,,,,-87,,,,,,,,,,,,,,,,,-67,-63,-73,-62,,,,-86,-60,,,,,,,,,,,,-89,,,,,-88,-89,-90,-89,,,,,,,,,,,,,,,,,,,,,,,,,
1454081913321,-88,,-87,,-88,,,,,,,,,,,,,,,,-87,,,,,-87,,,,,,,,,,,,,,,,,-67,-63,-65,-62,-86,,-86,-86,-60,,,-88,,,,,,,,,-89,,,,,-88,-89,-88,-89,-85,,,,,,,,,,,,,,,,,,,,,,,,
1454081914218,-88,,,,-88,,,,,,,,,,,,,,,,-87,,,,,-89,,,,,,,,,,,,,,,,,-66,-63,-65,-62,-86,-87,-86,-86,-67,,,-88,,,,,,,,,-89,,,,,-88,-84,-88,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,
1454081915119,-88,,,,-88,,,,,,,,,,,,,,,,-87,,,,,-89,,,,,,,,,,,,,,,,,-66,-64,-65,-63,-86,-87,-86,-85,-67,,,-85,,,,,,,,,-89,,,,,-88,-84,-88,-85,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454081916018,-88,,,,-88,,,,,,,,,,,,,,,,-87,,,,,-89,,,,,,,,,,,,,,,,,-65,-64,-65,-63,-77,-80,-79,-85,-67,,,-79,,,,,,-89,,,-89,,,,,-88,-84,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454081916918,-88,,,,-88,,,,,,,,,,,,,,,,-87,,,,,-89,,,,,,,,,,,,,,,,,-65,-71,-65,-71,-77,-80,-79,-80,-70,,,-79,,,-90,-89,-90,-89,,,-89,,,,,-87,-88,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454081917824,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,-65,-71,-68,-71,-82,-80,-82,-80,-70,,,-81,,,-90,-89,-90,-88,,-87,-89,,,,,-87,-88,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454081918714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-71,-68,-71,-82,-74,-74,-80,-70,,,-74,,-80,-80,-89,-79,-88,,-87,-89,,-85,-85,,-87,-88,-88,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,
1454081919638,,,,-85,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-77,-78,-76,-82,-74,-71,-72,-70,,,-71,,-80,-79,-84,-79,-88,,-80,-89,-86,-85,-85,,-87,-88,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,
1454081920535,,,,-85,,,,,-86,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-77,-76,-76,-71,-74,-71,-72,-70,,,-71,,-80,-77,-84,-77,-78,,-79,-89,-85,-85,-85,-85,-87,-88,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454081921454,,,,-85,,,,,-86,,-87,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,-71,-77,-75,-76,-71,-74,-71,-72,-70,,,-71,,-80,-79,-84,-79,-80,,-79,,-85,-85,-85,-84,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454081922338,,,,-85,,,,,-86,,-87,,,,,,,,,,,,,-87,,,,,-87,,,,,,,,,,,,,,-71,-77,-75,-76,-71,-74,-70,-70,-76,,,-70,,-80,-79,-79,-78,-80,,-79,,-85,-85,-85,-84,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454081923229,,,,-85,,,,,-86,,-87,,,,,,,,,,,,,-87,,,,,-87,,,,,,,,,,,,,,-76,-77,-74,-76,-72,,-71,-70,-76,,,-71,,,-77,-79,-77,-77,,-78,,-85,,-86,-86,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454081924114,,,,-86,,,,,,,-87,,,,,,,,,,,,,-87,,,,,-87,,-86,-86,-87,,,,,,,,,,-76,-81,-74,-80,-72,,-74,-75,-80,,,-74,,,-80,-80,-81,-77,,-78,,-85,,-86,-86,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454081925018,,,,-86,,,,,,,-86,,,,,,,,,,,,,-86,,,,,-87,,-86,-86,-87,,,,,,,,,,-78,-81,-74,-80,-74,,-72,-75,-80,,,-72,,-81,-80,-80,-79,-79,,-78,,-85,,-85,-83,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,
1454081925927,,,,-81,,,,,,,-81,,,,,,,,,,,,,-86,,,,,-82,,-86,-87,-87,,,,,,,,,,-79,-81,-74,-80,-74,-73,-75,-75,-79,,,-75,,-81,-80,-80,-79,-79,,-78,,,-80,-85,-81,,,,,,,-82,-87,-87,,,,,,,,,,,,,,,,,,,,
1454081926829,,,,-84,,,,,-84,,-85,,,,,,,,,,,,,-86,,,,,-83,,-86,-87,-87,,,,,,,,,,-79,-85,-74,-85,-74,-73,-75,-76,-85,,,-75,,-81,-83,-83,-84,-79,,-78,,-81,-80,-85,-81,,,,,,-87,-82,-86,-87,-86,,,,,,,,,,,,,,,,,,,
1454081927752,-86,,,-80,,,,,-84,,-80,,,,,,,,,,-86,,,-82,,,,,-83,,-86,-87,-87,-81,,,,,,,,,-84,-85,,-85,-79,-73,-74,-76,-85,,,-74,,-80,-83,-83,-84,-82,,-82,,-81,-77,-77,-77,,,,,,-87,-82,-86,-86,-86,-86,,,,,,,,,,,,,,,,,,
