,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526443982595,-71,-200,-65,-68,-200,-200,-91,-200,-68,-200,-200,-200,-200,-93,-200,-200
1526443982702,-71,-200,-200,-200,-91,-200,-92,-200,-71,-200,-200,-200,-200,-92,-200,-200
1526443982818,-71,-200,-64,-68,-92,-200,-90,-200,-71,-200,-200,-200,-200,-90,-200,-200
1526443982935,-71,-200,-65,-68,-200,-89,-200,-200,-71,-200,-200,-87,-200,-200,-200,-200
1526443983056,-69,-200,-67,-70,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-91,-200
1526443987547,-200,-200,-66,-71,-95,-82,-200,-200,-65,-200,-78,-200,-91,-200,-200,-99
1526443987656,-200,-200,-200,-71,-200,-82,-200,-87,-65,-200,-77,-200,-200,-93,-200,-200
1526443987761,-69,-200,-200,-70,-200,-200,-200,-88,-65,-200,-200,-200,-92,-92,-200,-200
1526443987860,-69,-88,-66,-70,-96,-200,-200,-200,-65,-200,-200,-200,-91,-200,-200,-200
1526443987962,-69,-200,-65,-71,-95,-83,-200,-200,-65,-200,-78,-200,-200,-93,-200,-200
1526443988065,-200,-200,-200,-200,-200,-200,-200,-200,-65,-200,-200,-82,-200,-200,-200,-200
1526443992493,-200,-200,-68,-72,-200,-200,-200,-86,-72,-200,-200,-83,-200,-200,-200,-200
1526443992588,-200,-200,-68,-200,-200,-200,-200,-200,-73,-200,-97,-82,-200,-200,-93,-200
1526443992702,-200,-200,-200,-72,-200,-200,-200,-200,-72,-200,-98,-200,-96,-200,-93,-200
1526443992832,-200,-200,-200,-71,-200,-92,-200,-85,-73,-200,-200,-82,-200,-200,-93,-200
1526443992929,-200,-200,-200,-71,-200,-94,-200,-200,-72,-200,-100,-82,-200,-200,-94,-200
1526443993047,-70,-200,-200,-71,-200,-91,-92,-86,-200,-200,-200,-82,-200,-200,-200,-200
1526443997528,-70,-200,-65,-67,-89,-200,-94,-200,-67,-200,-93,-91,-200,-200,-200,-200
1526443997639,-70,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200,-88,-200,-92,-200,-200
1526443997750,-71,-200,-65,-67,-91,-200,-200,-200,-65,-200,-200,-89,-200,-200,-200,-200
1526443997854,-200,-200,-63,-200,-200,-200,-200,-200,-67,-200,-200,-89,-200,-91,-200,-200
1526443997967,-200,-200,-65,-67,-89,-200,-200,-200,-67,-200,-95,-200,-200,-200,-200,-200
1526444002494,-71,-200,-65,-71,-95,-200,-91,-200,-65,-200,-200,-82,-200,-200,-200,-200
1526444002636,-71,-200,-65,-200,-200,-83,-91,-200,-66,-200,-77,-82,-200,-200,-200,-200
1526444002771,-71,-91,-200,-200,-200,-84,-91,-86,-200,-200,-200,-200,-200,-200,-92,-200
1526444002872,-69,-200,-65,-200,-200,-200,-92,-87,-66,-200,-78,-200,-92,-200,-200,-200
1526444003000,-71,-200,-65,-200,-200,-200,-91,-88,-65,-200,-78,-200,-200,-200,-200,-200
1526444003102,-200,-200,-65,-200,-200,-90,-200,-200,-72,-200,-96,-82,-200,-200,-200,-200
1526444007529,-88,-200,-68,-200,-200,-200,-200,-85,-72,-200,-200,-83,-200,-200,-93,-200
1526444007631,-200,-200,-68,-72,-200,-200,-200,-85,-72,-200,-200,-200,-200,-200,-200,-200
1526444007747,-200,-200,-68,-72,-200,-90,-200,-87,-72,-200,-200,-83,-200,-200,-200,-200
1526444007845,-200,-200,-68,-72,-200,-89,-200,-85,-200,-200,-200,-200,-200,-200,-93,-200
1526444007947,-200,-200,-68,-71,-200,-89,-200,-85,-72,-200,-200,-82,-200,-200,-92,-200
1526444008048,-71,-200,-68,-71,-200,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200
1526444012527,-71,-200,-64,-67,-89,-200,-91,-200,-67,-200,-200,-90,-200,-200,-200,-200
1526444012640,-70,-200,-63,-67,-91,-200,-93,-200,-67,-200,-200,-89,-200,-200,-200,-200
1526444012736,-71,-200,-64,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200
1526444012856,-71,-200,-64,-65,-200,-91,-200,-200,-67,-200,-200,-200,-200,-91,-200,-200
1526444017532,-200,-88,-65,-70,-200,-200,-91,-87,-200,-200,-200,-82,-200,-95,-200,-200
1526444017636,-70,-200,-65,-70,-200,-200,-91,-200,-66,-200,-200,-200,-200,-200,-200,-99
1526444017746,-70,-200,-64,-70,-200,-83,-200,-88,-64,-200,-200,-200,-91,-95,-200,-200
1526444017845,-70,-89,-65,-70,-95,-83,-200,-200,-66,-200,-77,-82,-91,-93,-200,-200
1526444017975,-71,-89,-63,-70,-200,-200,-200,-200,-200,-200,-200,-200,-91,-94,-93,-200
1526444018098,-71,-200,-65,-200,-200,-82,-91,-200,-200,-200,-200,-200,-200,-94,-93,-200
1526444022536,-92,-200,-68,-72,-200,-200,-200,-86,-72,-200,-95,-83,-200,-200,-200,-200
1526444022805,-87,-200,-69,-72,-200,-200,-200,-86,-73,-200,-94,-83,-200,-200,-93,-200
1526444022960,-72,-200,-200,-200,-90,-200,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200
1526444027524,-72,-200,-63,-200,-90,-91,-93,-200,-68,-200,-200,-90,-200,-95,-200,-200
1526444027639,-72,-200,-64,-67,-90,-200,-93,-97,-68,-200,-200,-200,-200,-92,-200,-200
1526444027858,-71,-200,-200,-68,-89,-200,-94,-200,-68,-200,-200,-200,-93,-200,-200,-200
1526444028010,-71,-90,-65,-200,-200,-200,-200,-200,-66,-200,-78,-200,-200,-200,-92,-200
1526444032561,-71,-90,-200,-70,-95,-84,-91,-200,-200,-200,-78,-200,-90,-200,-200,-200
1526444032684,-200,-91,-65,-71,-200,-83,-200,-200,-66,-200,-78,-83,-200,-200,-200,-200
1526444032803,-200,-90,-200,-69,-200,-200,-200,-200,-200,-200,-78,-83,-200,-200,-200,-200
1526444032887,-200,-91,-65,-70,-200,-84,-200,-90,-66,-200,-78,-200,-200,-200,-200,-200
