,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526442327760,-73,-83,-74,-79,-200,-200,-200,-200,-200,-96,-200,-200,-200,-200,-200
1526442327867,-73,-83,-74,-79,-200,-200,-200,-200,-74,-200,-95,-200,-200,-200,-200
1526442328006,-72,-83,-74,-79,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200
1526442332519,-77,-200,-75,-200,-200,-200,-90,-200,-200,-89,-200,-200,-200,-200,-200
1526442332623,-76,-74,-75,-77,-200,-200,-90,-200,-73,-88,-200,-200,-200,-200,-200
1526442332827,-76,-75,-77,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526442332931,-76,-74,-200,-77,-200,-200,-89,-200,-200,-89,-200,-200,-200,-200,-200
1526442333048,-77,-200,-76,-200,-200,-200,-90,-200,-71,-89,-200,-200,-200,-200,-200
1526442337561,-72,-200,-200,-95,-94,-200,-200,-200,-72,-200,-85,-200,-200,-200,-200
1526442337664,-72,-70,-67,-200,-200,-88,-200,-200,-72,-200,-84,-200,-200,-200,-200
1526442337756,-72,-70,-67,-200,-200,-200,-200,-200,-72,-88,-200,-200,-200,-200,-200
1526442337860,-72,-69,-68,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
1526442337971,-72,-69,-68,-200,-97,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200
1526442338077,-71,-200,-200,-200,-96,-200,-200,-200,-74,-200,-97,-200,-200,-200,-200
1526442342613,-75,-200,-200,-200,-200,-200,-200,-200,-72,-92,-200,-200,-200,-200,-200
1526442342712,-75,-82,-73,-78,-200,-200,-200,-200,-73,-200,-95,-200,-200,-200,-200
1526442342831,-74,-82,-72,-79,-200,-200,-200,-200,-73,-91,-97,-200,-200,-200,-200
1526442342906,-73,-200,-73,-200,-200,-200,-200,-200,-72,-200,-97,-200,-200,-200,-200
1526442343018,-73,-81,-200,-78,-200,-200,-200,-200,-73,-94,-200,-200,-200,-200,-200
