,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,null,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,011d.0012-vlucci.com A1.4.0.1,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526462352452,-200,-200,-200,-200,-200,-74,-200,-93,-74,-95,-92,-84,-200,-200,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526462352560,-200,-75,-91,-87,-84,-74,-200,-93,-74,-200,-91,-84,-200,-200,-92,-200,-200,-200,-200,-93,-82,-200,-200,-200,-200,-200,-200,-200,-200
1526462352674,-200,-76,-92,-89,-85,-73,-200,-94,-75,-200,-92,-85,-200,-90,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526462352758,-91,-76,-200,-87,-85,-74,-200,-94,-74,-96,-93,-85,-200,-200,-92,-200,-200,-200,-200,-93,-84,-97,-200,-200,-200,-200,-200,-200,-200
1526462352866,-200,-76,-200,-86,-200,-74,-84,-200,-75,-200,-92,-84,-200,-91,-93,-97,-200,-200,-200,-96,-82,-97,-200,-200,-200,-200,-200,-200,-200
1526462353012,-200,-82,-200,-89,-77,-72,-83,-90,-67,-200,-200,-200,-84,-200,-200,-96,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200
1526462357378,-200,-200,-200,-90,-200,-200,-83,-91,-200,-90,-88,-200,-84,-200,-87,-200,-200,-200,-200,-96,-200,-93,-200,-200,-200,-200,-200,-200,-200
1526462357489,-200,-82,-200,-89,-78,-200,-200,-200,-66,-200,-200,-200,-82,-200,-200,-87,-200,-200,-200,-96,-85,-200,-200,-200,-200,-200,-200,-200,-200
1526462357595,-200,-82,-91,-92,-78,-72,-83,-200,-200,-200,-200,-200,-82,-200,-87,-200,-200,-200,-200,-94,-86,-200,-200,-200,-200,-200,-200,-200,-200
1526462357739,-200,-81,-91,-200,-200,-72,-84,-200,-67,-200,-86,-200,-83,-200,-87,-85,-200,-200,-200,-97,-200,-93,-200,-200,-200,-200,-200,-200,-200
1526462357835,-200,-200,-200,-88,-200,-200,-82,-91,-67,-200,-87,-200,-84,-200,-87,-85,-200,-200,-200,-92,-200,-94,-95,-200,-200,-200,-200,-200,-200
1526462357952,-200,-72,-200,-200,-200,-72,-200,-200,-67,-200,-200,-200,-83,-83,-84,-86,-200,-200,-200,-94,-79,-200,-200,-200,-200,-200,-200,-200,-200
1526462362405,-200,-73,-200,-85,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84,-82,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462362502,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-85,-85,-200,-200,-95,-85,-200,-200,-200,-95,-200,-200,-200,-200,-200
1526462362602,-200,-72,-200,-200,-200,-200,-200,-200,-68,-200,-200,-81,-200,-83,-85,-200,-92,-200,-200,-86,-200,-200,-200,-200,-91,-200,-200,-200,-200
1526462362766,-200,-71,-200,-85,-74,-77,-200,-200,-67,-200,-94,-200,-200,-200,-200,-200,-93,-200,-95,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462362885,-200,-82,-200,-200,-200,-75,-200,-94,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462367285,-200,-80,-200,-200,-81,-200,-200,-200,-75,-200,-200,-200,-200,-200,-91,-200,-200,-200,-98,-91,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526462367394,-95,-200,-90,-200,-200,-73,-200,-90,-75,-200,-89,-80,-90,-200,-200,-200,-200,-200,-100,-91,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526462367496,-93,-82,-200,-200,-79,-74,-83,-200,-78,-200,-200,-81,-92,-200,-89,-200,-200,-200,-97,-92,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526462367604,-93,-200,-92,-83,-84,-74,-200,-200,-74,-95,-89,-83,-200,-90,-90,-97,-200,-200,-100,-91,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526462367707,-93,-200,-200,-200,-81,-200,-93,-91,-73,-200,-200,-83,-200,-200,-91,-100,-200,-200,-200,-89,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526462367848,-94,-77,-91,-85,-200,-200,-88,-200,-200,-200,-200,-200,-200,-91,-89,-97,-200,-200,-200,-89,-82,-200,-200,-200,-200,-200,-200,-200,-200
1526462367961,-200,-200,-200,-85,-200,-200,-200,-92,-200,-91,-200,-200,-200,-92,-88,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
1526462372291,-85,-200,-200,-200,-78,-72,-200,-200,-68,-200,-88,-200,-85,-200,-87,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526462372419,-87,-81,-91,-200,-79,-71,-200,-91,-66,-200,-87,-88,-84,-200,-86,-85,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200
1526462372524,-87,-200,-85,-200,-200,-200,-200,-90,-67,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462372644,-87,-200,-200,-200,-200,-71,-200,-200,-67,-200,-87,-89,-200,-200,-200,-84,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462372754,-200,-200,-92,-200,-200,-72,-200,-200,-67,-200,-86,-89,-200,-200,-87,-85,-200,-200,-200,-89,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526462372862,-87,-79,-200,-200,-200,-71,-200,-200,-64,-200,-200,-200,-84,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462377349,-200,-71,-200,-200,-80,-75,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462377463,-200,-200,-200,-90,-200,-74,-200,-200,-200,-200,-91,-200,-200,-200,-200,-83,-200,-200,-96,-92,-82,-200,-200,-200,-200,-99,-200,-200,-200
1526462377561,-200,-200,-200,-200,-76,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-96,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200
1526462377682,-200,-69,-200,-200,-76,-200,-200,-200,-63,-81,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
1526462377857,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462382294,-97,-200,-93,-86,-81,-72,-92,-200,-200,-200,-200,-82,-200,-200,-89,-200,-200,-200,-97,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462382382,-95,-200,-200,-84,-82,-200,-94,-200,-77,-200,-200,-200,-88,-99,-90,-93,-200,-98,-200,-200,-200,-98,-93,-200,-200,-200,-200,-200,-200
1526462382500,-94,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-87,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526462382601,-200,-200,-200,-84,-81,-72,-200,-200,-200,-200,-200,-83,-89,-200,-91,-94,-200,-96,-97,-88,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526462382695,-95,-200,-92,-200,-81,-72,-200,-90,-79,-200,-200,-82,-89,-200,-90,-200,-200,-98,-96,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462382831,-94,-200,-200,-85,-200,-72,-200,-200,-77,-200,-200,-81,-200,-200,-91,-200,-200,-200,-98,-200,-83,-98,-200,-200,-200,-200,-100,-200,-200
1526462382931,-200,-200,-200,-200,-200,-72,-96,-200,-200,-200,-200,-82,-88,-200,-200,-200,-200,-200,-200,-89,-82,-200,-200,-200,-200,-200,-200,-200,-200
1526462387285,-91,-79,-200,-200,-200,-72,-200,-200,-66,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-88,-86,-200,-200,-200,-200,-200,-200,-200,-200
1526462387422,-200,-79,-200,-200,-75,-72,-200,-200,-66,-200,-200,-87,-85,-90,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462387530,-200,-78,-92,-200,-200,-71,-200,-89,-66,-200,-200,-87,-200,-90,-87,-84,-200,-200,-200,-87,-88,-200,-200,-200,-200,-200,-200,-200,-200
1526462387648,-200,-77,-91,-94,-200,-200,-84,-90,-67,-91,-200,-88,-200,-92,-200,-83,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462387738,-87,-200,-92,-200,-75,-72,-200,-200,-66,-90,-200,-88,-200,-90,-200,-84,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-92,-200
1526462387848,-89,-69,-200,-200,-75,-72,-85,-89,-200,-82,-90,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462392313,-200,-68,-200,-200,-75,-74,-200,-200,-64,-200,-200,-200,-200,-200,-200,-82,-87,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
1526462392417,-200,-200,-200,-200,-76,-75,-200,-200,-64,-82,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462392522,-94,-70,-200,-200,-76,-74,-200,-200,-65,-82,-90,-89,-200,-85,-200,-82,-200,-200,-200,-86,-80,-99,-200,-200,-200,-200,-200,-200,-200
1526462392743,-200,-70,-200,-90,-76,-74,-200,-200,-64,-81,-200,-200,-89,-86,-89,-82,-88,-200,-200,-88,-80,-96,-200,-200,-200,-200,-200,-200,-95
1526462397333,-200,-200,-200,-85,-200,-72,-200,-200,-79,-88,-91,-200,-200,-200,-200,-200,-200,-200,-200,-88,-83,-200,-200,-200,-200,-200,-200,-200,-200
1526462397454,-96,-80,-93,-84,-200,-72,-200,-200,-200,-200,-88,-200,-200,-200,-200,-94,-200,-97,-96,-200,-83,-97,-200,-200,-200,-200,-200,-200,-200
1526462397589,-96,-200,-200,-87,-83,-200,-200,-92,-200,-200,-92,-200,-200,-200,-91,-94,-200,-97,-97,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462397719,-200,-200,-200,-86,-83,-72,-200,-200,-200,-200,-200,-83,-200,-200,-90,-200,-200,-200,-97,-88,-200,-97,-93,-200,-200,-200,-200,-200,-200
1526462397835,-200,-80,-93,-85,-83,-200,-91,-200,-79,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200
1526462402291,-87,-78,-200,-87,-77,-200,-200,-91,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462402421,-200,-77,-90,-88,-200,-71,-200,-92,-200,-200,-200,-200,-200,-200,-87,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462402580,-86,-80,-200,-200,-200,-71,-200,-200,-67,-200,-200,-93,-200,-91,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526462402691,-200,-80,-200,-200,-200,-200,-87,-200,-67,-91,-91,-200,-200,-89,-200,-200,-200,-200,-200,-87,-87,-96,-200,-200,-200,-200,-200,-200,-200
1526462402795,-200,-75,-88,-89,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200
1526462402912,-200,-200,-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
