,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526449197394,-96,-80,-75,-96,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200
1526449197616,-94,-200,-74,-200,-80,-200,-200,-91,-97,-200,-97,-200,-95,-200,-200,-200
1526449197778,-200,-80,-73,-200,-80,-200,-88,-92,-96,-95,-98,-200,-93,-96,-200,-200
1526449202202,-84,-87,-71,-200,-82,-200,-88,-200,-97,-94,-200,-94,-200,-200,-97,-200
1526449202491,-200,-200,-200,-92,-200,-200,-88,-200,-200,-93,-200,-93,-95,-200,-200,-200
1526449202668,-200,-200,-200,-200,-200,-200,-88,-200,-200,-94,-200,-93,-200,-200,-200,-200
1526449202769,-200,-200,-73,-200,-81,-200,-88,-200,-97,-94,-200,-95,-200,-200,-200,-200
1526449202930,-85,-86,-200,-200,-200,-200,-200,-200,-96,-200,-93,-95,-200,-97,-200,-200
1526449207172,-87,-74,-200,-200,-85,-200,-92,-90,-200,-200,-200,-200,-200,-200,-200,-200
1526449207257,-86,-74,-73,-200,-86,-200,-92,-90,-95,-200,-94,-200,-92,-200,-200,-200
1526449207386,-200,-74,-74,-91,-85,-200,-93,-92,-200,-200,-94,-92,-92,-200,-200,-200
1526449207489,-200,-74,-74,-91,-85,-200,-93,-90,-200,-200,-200,-200,-200,-200,-200,-200
1526449207585,-200,-74,-73,-200,-85,-97,-92,-91,-95,-200,-200,-91,-200,-200,-200,-200
1526449207740,-200,-200,-74,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200
1526449212164,-96,-80,-75,-200,-80,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-97
1526449212269,-96,-80,-74,-96,-80,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-98
1526449212373,-200,-80,-74,-96,-79,-200,-200,-91,-97,-200,-200,-200,-200,-200,-200,-200
1526449212488,-200,-80,-73,-97,-79,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200
1526449212596,-200,-80,-74,-97,-80,-200,-200,-92,-96,-200,-200,-200,-200,-200,-200,-200
1526449212704,-94,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526449217143,-85,-87,-72,-200,-82,-200,-89,-99,-96,-200,-200,-93,-200,-200,-200,-98
1526449217256,-85,-87,-72,-200,-81,-200,-88,-200,-96,-93,-200,-92,-96,-200,-200,-97
1526449217358,-85,-85,-73,-200,-82,-200,-88,-200,-96,-200,-200,-93,-200,-200,-200,-200
1526449217493,-85,-87,-71,-92,-82,-200,-200,-200,-200,-94,-200,-200,-99,-200,-200,-200
1526449217594,-85,-87,-71,-93,-81,-200,-200,-200,-200,-93,-200,-200,-200,-98,-200,-98
1526449217701,-88,-200,-73,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526449222186,-200,-200,-73,-91,-84,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200
1526449222283,-87,-76,-74,-91,-200,-200,-200,-91,-200,-200,-93,-200,-200,-200,-200,-200
1526449222401,-200,-74,-73,-90,-200,-94,-92,-90,-200,-200,-94,-200,-93,-200,-200,-96
1526449222659,-200,-200,-73,-91,-200,-200,-200,-91,-200,-200,-200,-89,-200,-200,-200,-200
