TimeStamp,88:75:56:8f:3d:d0,88:75:56:8f:3d:d5,88:75:56:8f:3d:d4,20:3a:07:f9:39:c0,20:3a:07:f9:39:c5,20:3a:07:f9:39:c4,20:3a:07:f9:39:c2,20:3a:07:f9:39:c1,0c:d9:96:ca:15:42,0c:d9:96:ca:15:40,0c:d9:96:ca:15:44,0c:d9:96:ca:15:41,0c:d9:96:ca:15:45,0c:d9:96:ca:15:4a,0c:d9:96:ca:15:4e,0c:d9:96:ca:15:4c,0c:d9:96:ca:15:4f,0c:d9:96:ca:15:4b,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cb,20:3a:07:f9:39:cd,20:3a:07:f9:39:ca,20:3a:07:42:45:10,20:3a:07:42:45:14,20:3a:07:42:45:12,20:3a:07:f9:39:ce,20:3a:07:f9:39:cf,20:3a:07:f9:39:cc,20:3a:07:42:45:15,34:a8:4e:cc:26:f1,20:3a:07:42:45:1b,20:3a:07:42:45:1f,34:a8:4e:cc:26:f0,88:75:56:8f:3d:d2,20:3a:07:42:45:1d,20:3a:07:42:45:11,34:a8:4e:cc:26:f2,20:3a:07:42:45:1c,88:75:56:8f:3d:d1,34:a8:4e:cc:26:f5,20:3a:07:42:45:1e,34:a8:4e:cc:26:f4,c0:62:6b:86:c4:3c,c0:62:6b:86:c4:3a,c0:62:6b:86:c4:3f,c0:62:6b:86:c4:35,c0:62:6b:86:c4:30,c0:62:6b:86:c4:3d,c0:62:6b:86:c4:31,88:75:56:6b:6a:5a,c0:62:6b:86:c4:32,c0:62:6b:86:c4:3b,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,c0:62:6b:86:c4:34,c0:62:6b:86:c4:3e,34:a8:4e:cc:26:fa,34:a8:4e:cc:26:fc,f0:25:72:a2:eb:e1,88:75:56:6b:6a:5e,34:a8:4e:cc:26:fb,88:75:56:6b:6a:54,88:75:56:6b:6a:5d,f0:25:72:a2:eb:ea,f0:25:72:a2:eb:eb,88:75:56:6b:6a:51,f0:25:72:a2:eb:ef,f0:25:72:a2:eb:ec,88:75:56:6b:6a:5c,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e4,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:52,88:75:56:6b:6a:55,88:75:56:6b:6a:50,88:75:56:6b:6a:52,34:a8:4e:cc:26:fe,88:75:56:6b:6a:5f,88:75:56:6b:6a:5b,a0:cf:5b:44:84:55,f0:25:72:a2:eb:ed,a0:cf:5b:44:84:54,f0:25:72:a2:eb:e5,a0:cf:5b:44:84:5e,a0:cf:5b:44:84:51,a0:cf:5b:44:84:50,a0:cf:5b:44:84:5c,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,a0:cf:5b:44:84:5a,a0:cf:5b:44:84:5b,f0:25:72:a2:eb:ee,e0:d1:73:5b:cd:d4,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:d1,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:dc,e0:d1:73:5b:cd:d5,e0:d1:73:5b:cd:dd,e0:d1:73:5b:cd:da,e0:d1:73:5b:cd:db,e0:d1:73:5b:cd:de,e0:d1:73:5b:cd:df,7c:95:f3:17:0f:4b,7c:95:f3:17:0f:4d,7c:95:f3:17:0f:4a,64:d8:14:60:de:45,64:d8:14:60:de:40,64:d8:14:60:de:42,64:d8:14:60:de:44,7c:95:f3:17:0f:44,7c:95:f3:17:0f:42,7c:95:f3:17:0f:45,64:d8:14:60:de:41,7c:95:f3:17:0f:4c,7c:95:f3:17:0f:40,7c:95:f3:17:0f:4f,64:d8:14:60:de:4a,7c:95:f3:17:0f:41,64:d8:14:60:de:4d,64:d8:14:60:de:4f,64:d8:14:60:de:4b,64:d8:14:60:de:4e,64:d8:14:32:64:db,64:d8:14:60:de:4c,64:d8:14:32:64:d1,34:a8:4e:ab:ce:a4,34:a8:4e:ab:ce:a0,64:d8:14:32:64:d0,64:d8:14:32:64:d4,64:d8:14:ad:ad:0f,64:d8:14:ad:ad:01,34:a8:4e:ab:ce:a2,64:d8:14:32:64:d2,64:d8:14:ad:ad:02,64:d8:14:ad:ad:0e,64:d8:14:32:64:d5,34:a8:4e:ab:ce:a5,64:d8:14:ad:ad:0b,64:d8:14:c0:60:0a,64:d8:14:32:64:de,34:a8:4e:ab:ce:af,64:d8:14:ad:ad:05,34:a8:4e:ab:ce:ab,64:d8:14:32:64:dc,64:d8:14:c0:60:00,64:d8:14:ad:ad:0d,64:d8:14:c0:60:02,64:d8:14:32:64:dd,34:a8:4e:ab:ce:ad,64:d8:14:ad:ad:00,64:d8:14:ad:ad:04,64:d8:14:c0:60:0b,64:d8:14:32:64:da,64:d8:14:32:64:df,64:d8:14:c0:60:04,64:d8:14:c0:60:01,34:a8:4e:ab:ce:a1,64:d8:14:c0:60:05,64:d8:14:c0:60:0f,64:d8:14:c0:60:0e,64:d8:14:c0:60:0c,64:d8:14:ad:ad:0a,64:d8:14:ad:ad:0c,34:a8:4e:ab:ce:ae,7c:95:f3:17:0f:4e,20:3a:07:42:45:1a,88:75:56:8f:3d:de,88:75:56:8f:3d:dd,88:75:56:8f:3d:db,88:75:56:8f:3d:df,88:75:56:8f:3d:da
1454508425193,,,,-84,-86,,-88,-86,-86,-80,-79,-87,-86,,,-88,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508427518,,,,-84,-86,-85,-88,-86,-86,-80,-79,-87,-83,-91,-85,-88,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508429850,,,,-84,-86,-85,-88,-86,-86,-80,-79,,-82,-91,-85,-88,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508432172,,,,-84,-86,-85,,-86,-86,-80,-82,,-82,-91,-85,-88,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508434502,,,,-84,-86,-85,,,-86,-80,-82,,-82,-91,-85,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508436827,,,,-84,,-85,,,-86,-80,-82,,-82,-91,-85,,,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508439153,,,,,,,,,-86,-80,-82,,-82,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508441469,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508443794,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508446121,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508448450,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508450776,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508453100,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508455413,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508457739,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508460052,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508462376,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508464689,,,,,,,,,-86,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508476277,,,,-84,,,,,,,,,,,,,,,,,,,-84,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508478600,,,,-84,,-84,-83,,,,,,,,,,,,,,,,-84,-85,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508480933,-85,,,-84,,-84,-79,-79,,,,,,,,,,,,-77,-78,-79,-79,-85,-79,-75,-76,-77,-78,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508483275,-81,,-79,-84,-72,-84,-79,-79,-74,,,-74,,,,,,,-88,-80,-80,-79,-79,-81,-79,-80,-80,-81,-78,-84,-87,-87,-84,-80,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508485609,-81,,-79,-76,-72,-75,-72,-79,-74,,,-74,-87,,,,,,-88,-82,-80,-80,-79,-81,-79,-86,-85,-84,-78,-84,-87,-87,-84,-80,-87,-73,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508487947,-85,-85,-83,-76,-72,-75,-72,-76,-82,-84,-87,-74,-87,,,,,,-88,-84,-80,-87,-79,-81,-79,-86,-85,-85,-75,-86,-87,-88,-84,-80,-87,-73,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508490280,-85,-85,-83,-77,-76,-75,-72,-76,-85,-85,-87,-74,-87,,,,,,-88,-84,-80,-86,-82,-81,-83,-86,-85,-85,-75,-86,-87,-88,-84,-88,-87,-73,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508492620,-85,-85,-83,-77,-76,-75,-73,-76,-85,-85,-87,-74,-87,,,,,,-88,-84,-80,-86,-84,-81,-84,-86,-85,-85,-75,-86,-87,-88,-84,-88,-87,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508494956,-85,-85,-83,-77,-84,-75,-73,-76,-85,-85,-87,,-87,,,,,,,-84,,-86,-84,,-84,-86,-85,-85,-75,-86,,-88,,-88,,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508497291,-85,-85,-83,-77,-84,-75,-73,-76,-85,-85,-87,,,,,,,,,-84,,-86,-84,,-84,-86,-85,-85,-75,-86,,-88,,-88,,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508499621,,,,-77,-84,-75,-81,,-85,-85,,,,,,,,,,,,-86,-84,,-84,,-85,-85,,,,,,-88,,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508501944,,,,,-84,-75,-81,,,-85,,,,,,,,,,,,,-84,,-84,,,,,,,,,,,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508504273,,,,,-84,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508506599,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508508924,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508511235,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508513549,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508515877,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508518189,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508520513,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508522840,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508525153,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508527464,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508529791,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508532116,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508550654,,,,,,,-84,,,,,,,,,,,,,,,-88,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508552980,,-85,,-78,,-76,-80,,,,,,,,-86,-88,,,-87,-82,-83,-83,,,-88,-84,-82,-85,,,,,,,,-86,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508555312,-84,-83,-85,-72,,-76,-73,-72,-76,-76,-77,,,,-86,-88,,,-87,-78,-78,-79,-80,,-82,-80,-79,-81,-78,-85,,-86,,-84,,-86,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508557653,-84,-83,-85,-73,-74,-76,-73,-72,-81,-80,-77,-82,,,-86,-88,,,-87,-77,-77,-78,-78,-77,-79,-77,-76,-80,-78,-85,,-86,-83,-83,,-86,-82,-88,-79,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508559996,-84,-83,-85,-73,-74,-77,-74,-72,-77,-79,-77,-82,-79,,-86,-88,,,-87,-77,-78,-77,-76,-77,-77,-82,-78,-80,-78,-85,,-86,-83,-83,,-78,-82,-86,-79,-84,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508562328,-84,-83,-85,-73,-74,-77,-74,-72,-77,-77,-77,-80,-79,,-86,-88,-84,,-87,-77,-80,-78,-80,-77,-81,-82,-78,-78,-78,-85,,-86,-83,-80,,-78,-82,-86,-79,-84,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508564670,-80,-83,-85,-66,-69,-67,-74,-72,-76,-76,-77,-76,-79,,-84,,-84,,-83,-81,-79,-78,-80,-77,-81,-77,-78,-78,-78,-85,,-86,-83,-79,,-78,-83,-86,-79,-84,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508567015,-80,-84,-85,-66,-69,-67,-74,-65,-77,-77,-77,-76,-79,-83,-84,-83,-85,-81,-81,-77,-74,-76,-80,-77,-81,-74,-73,-77,-79,-83,,,-82,-79,,-78,-83,-86,-79,-84,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508569358,-80,-84,-85,-66,-67,-67,-74,-65,-77,-77,-77,-72,-79,-83,-86,-83,-83,-82,-82,-72,-72,-72,-80,,-82,-72,-72,-73,-79,-83,,,-82,-83,,-78,-83,-86,-82,-84,-86,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508571688,-80,-85,-85,-66,-67,-67,-68,-67,-77,-73,-77,-72,-74,-83,-86,-83,-81,-82,-82,-71,-71,-68,-80,,-82,-72,-71,-72,-79,-86,,,-82,-83,,-78,-83,,-82,-84,-86,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508574031,-80,-85,,-66,-67,-67,-68,-67,-72,-73,-72,-72,-74,-80,-81,-82,-80,-79,-78,-71,-71,-72,-84,,-84,-71,-70,-73,-84,-86,,,-82,-83,,-78,-83,,-82,-86,-86,-81,-85,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508576360,-80,-85,,-65,-64,,-68,-67,-72,-73,-72,-68,-74,-78,-77,-78,-77,-79,-77,-72,-72,-72,-84,-84,-84,-72,-72,-73,-84,-86,,,-85,-83,,,-83,,-82,-87,,-84,-85,-85,-86,-77,-78,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
