TimeStamp,34:a8:4e:ce:92:60,34:a8:4e:90:14:80,34:a8:4e:ce:92:62,34:a8:4e:90:14:82,88:75:56:ef:bc:a0,34:a8:4e:9f:90:90,88:75:56:ef:bc:a2,34:a8:4e:9f:90:9f,34:a8:4e:2f:30:7d,34:a8:4e:9f:90:9d,34:a8:4e:2f:30:70,34:a8:4e:2f:30:7f,34:a8:4e:9f:90:92,34:a8:4e:2f:30:72,34:a8:4e:90:14:8f,34:a8:4e:85:47:50,34:a8:4e:ce:92:6f,34:a8:4e:90:14:8d,34:a8:4e:ce:92:6d,34:a8:4e:85:47:52,88:75:56:82:92:70,20:3a:07:0b:be:90,34:a8:4e:26:96:b0,20:3a:07:06:d4:bf,88:75:56:82:92:72,20:3a:07:0b:be:92,34:a8:4e:26:96:b2,20:3a:07:06:d4:bd,34:a8:4e:85:47:5d,20:3a:07:ee:63:80,20:3a:07:8b:b4:a0,88:75:56:82:92:7f,20:3a:07:8b:b4:af,34:a8:4e:26:96:bf,20:3a:07:8b:b4:a2,20:3a:07:7a:6d:a2,88:75:56:82:92:7d,34:a8:4e:26:96:bd,20:3a:07:7a:6d:a0,20:3a:07:ee:63:8f,20:3a:07:7a:6d:af,34:a8:4e:65:4d:1f,34:a8:4e:65:4d:1d,20:3a:07:ee:63:8d,20:3a:07:06:d4:b2,34:a8:4e:ae:44:1f,20:3a:07:8b:b4:ad,34:a8:4e:ae:44:1d,88:75:56:0f:66:f2,34:a8:4e:67:e6:c2,20:3a:07:06:d4:b0,88:75:56:0f:66:f0,20:3a:07:16:3f:f0,34:a8:4e:47:99:ff,20:3a:07:ee:63:82,34:a8:4e:47:99:fd,20:3a:07:16:3f:f2,20:3a:07:16:3f:ff,88:75:56:0f:66:ff,34:a8:4e:65:4d:12,34:a8:4e:85:47:5f,20:3a:07:16:3f:fd,34:a8:4e:67:e6:c0,34:a8:4e:ae:44:12,88:75:56:0f:66:fd,34:a8:4e:84:8a:3f,34:a8:4e:84:8a:30,34:a8:4e:84:8a:32,34:a8:4e:84:8a:3d,20:3a:07:fd:63:b0,20:3a:07:fd:63:b2,88:75:56:04:8b:10,cc:d5:39:94:84:90,34:a8:4e:ae:44:10,88:75:56:04:8b:12,34:a8:4e:4e:19:82,34:a8:4e:65:4d:10,88:75:56:04:8b:1d,34:a8:4e:4e:19:80,cc:d5:39:94:84:9f,cc:d5:39:94:84:92,88:75:56:04:8b:1f,34:a8:4e:4e:19:8f,34:a8:4e:4e:19:8d,cc:d5:39:94:84:9d,34:a8:4e:67:e6:cd,34:a8:4e:47:99:f2,20:3a:07:0b:be:9d,20:3a:07:0b:be:9f,34:a8:4e:67:e6:cf,34:a8:4e:47:99:f0,88:75:56:46:e4:12,88:75:56:46:e4:10,58:bf:ea:98:e5:f0,58:bf:ea:98:e5:f2,34:a8:4e:cd:1f:bf,34:a8:4e:cd:1f:be,34:a8:4e:cd:1f:b1,34:a8:4e:cd:1f:b0,34:a8:4e:91:cf:90,88:75:56:46:e4:1f,88:75:56:46:e4:1d,88:75:56:ca:c3:d2,34:a8:4e:c2:a0:1f,88:75:56:ca:c3:df,88:75:56:ca:c3:dd,58:bf:ea:98:e5:fd,34:a8:4e:c2:a0:10,88:75:56:ca:c3:d0,88:75:56:e8:08:2f,34:a8:4e:c2:a0:1d,88:75:56:e8:08:2d,88:75:56:e8:08:22,58:bf:ea:98:e5:ff,88:75:56:b6:5e:a0,20:3a:07:b7:c1:af,88:75:56:e8:08:20,20:3a:07:59:25:d0,20:3a:07:1a:df:90,88:75:56:b6:5e:af,20:3a:07:54:5c:80,34:a8:4e:c2:a0:12,88:75:56:b6:5e:a2,20:3a:07:1a:df:9d,20:3a:07:3f:95:bf,20:3a:07:fd:63:bf,88:75:56:b6:5e:ad,20:3a:07:59:25:d2,20:3a:07:3f:95:bd,20:3a:07:1a:df:9f,20:3a:07:3f:95:b0,20:3a:07:54:5c:82,20:3a:07:54:5c:8d,20:3a:07:54:5c:8f,88:75:56:2c:fb:70,20:3a:07:59:25:df,20:3a:07:fd:63:bd,20:3a:07:1a:df:92,88:75:56:2c:fb:72,20:3a:07:59:25:dd,88:75:56:2c:fb:7d,88:75:56:2c:fb:7f,24:01:c7:87:30:50,34:a8:4e:61:47:72,20:3a:07:23:4b:1d,34:a8:4e:61:47:70,20:3a:07:23:4b:10,34:a8:4e:0e:8f:90,20:3a:07:3f:95:b2,20:3a:07:ee:25:20,34:a8:4e:61:47:7d,34:a8:4e:0e:8f:92,20:3a:07:ee:25:2f,20:3a:07:ee:25:2d,24:01:c7:87:30:5d,20:3a:07:ee:25:22,34:a8:4e:61:47:7f,24:01:c7:87:30:52,24:01:c7:87:30:5f,34:a8:4e:0e:8f:9d,34:a8:4e:e0:0e:e0,34:a8:4e:0e:8f:9f,34:a8:4e:e0:0e:e2,24:01:c7:0b:62:62,88:75:56:bf:20:40,88:75:56:bf:20:4f,88:75:56:bf:20:42,88:75:56:bf:20:4d,34:a8:4e:fb:84:f0,24:01:c7:0b:62:60,24:01:c7:0b:62:6f,34:a8:4e:fb:84:ff,34:a8:4e:fb:84:f2,24:01:c7:0b:62:6d,34:a8:4e:fb:84:fd,cc:d5:39:2e:38:d2,cc:d5:39:2e:38:d0,cc:d5:39:9f:83:82,cc:d5:39:f5:2f:d2,cc:d5:39:bf:82:50,58:97:1e:ea:c3:e0,58:97:1e:ea:c3:e2,20:3a:07:14:48:a2,20:3a:07:23:4b:1f,20:3a:07:23:4b:12,20:3a:07:14:48:a0,20:3a:07:14:48:ad,20:3a:07:14:48:af,20:3a:07:7a:6d:ad,20:3a:07:b7:c1:ad,20:3a:07:b7:c1:a0,20:3a:07:b7:c1:a2,34:a8:4e:fc:b5:70,cc:d5:39:a1:3d:8d,cc:d5:39:a1:3d:8f,20:3a:07:46:f5:1f,20:3a:07:46:f5:1e,cc:d5:39:a1:3d:80,34:a8:4e:91:cf:9f,cc:d5:39:a1:3d:82,34:a8:4e:91:cf:9e,cc:d5:39:f5:2f:df,24:01:c7:29:38:b2,24:01:c7:3d:63:02,c0:62:6b:b6:2b:02,c0:62:6b:b6:2b:00,34:a8:4e:91:cf:91,88:75:56:e6:13:f0,34:a8:4e:fc:b5:71,88:75:56:e6:13:f1,88:75:56:ef:bc:af,5c:fc:66:cf:ac:62,e0:d1:73:64:87:c2,20:3a:07:46:f5:11,20:3a:07:46:f5:10,cc:d5:39:bf:82:52,cc:d5:39:9f:83:80,1c:e6:c7:78:65:22,24:01:c7:9b:0e:40,34:db:fd:2e:66:70
1454963868293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,-67,,-70,,,,,,,,-57,,,,,,,,,,-62,,,,-50,,-62,,,,,,,-80,,,-76,-63,,,,,,,-60,-60,,-78,,,,-78,,-47,,-35,-36,,,,,,-53,-53,-76,,,,-48,,-77,,,,,-48,-79,-53,,-72,,,,-79,-76,,,,-88,-74,,,,,,,,-83,,,,-88,,,,,,,,,,,,,,,,-81,,,,,,,,,,-57,-61,-57,,,-86,,,,,,,,,,,,,,,,,,-69,-53,-58,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963871431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,-74,,,,,,,,-57,,,,,,,,,,-60,-82,,,-58,,-60,,,,,,,-80,,,-76,-69,,,,,,,-71,-70,,-78,,,,-78,,-55,,-41,-41,,,,,,-59,-59,-73,,,-88,-37,,-73,,,,,-37,,-58,,-71,,,,-72,,,,,-88,,,,,,,,,-73,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,-77,,-56,-51,-56,,-78,-86,,,,,,,,,,,,,,,,,,-74,-59,-58,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963874607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,-72,,-77,,,,,,,,-58,-56,,,-83,,,,,,-73,-79,,,-56,,-71,,,,,,,-81,,,,-67,-79,,-63,,,,-60,-59,,-83,,,,-83,,-55,-59,-37,-37,,,,,,-57,-56,-68,,-89,-86,-39,-78,-73,,,,,-39,,-51,,-71,,,,-72,,,,,,-71,,,,,,,,-73,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,-77,,-59,-51,-59,,-78,-85,,,-86,,,,,,,,,,,,,,,-76,-51,-54,-55,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963877738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,-71,,-79,,,,,,,,-56,-60,,-58,-83,,,,-80,,-64,-79,,,-60,,-64,,,,,,,-81,,,,-63,-79,,-60,,,,-68,-67,,-83,,,,-82,,-58,-52,-44,-37,,,,,,-60,-60,-76,,-81,-82,-46,-78,-77,,,,,-46,,-55,,-80,,,,-81,,,,,,-71,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,-83,,,,,,,,,-63,-57,-62,-56,,,-88,,,-86,,,,,,,,,,,,,,,-79,-55,-60,-55,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963880847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,-71,,-82,,,,,,,,-53,-60,,-53,,,,,-80,,-77,,,,-60,,-74,,,,,,,,,-82,,-54,-81,,-53,,,,-82,-81,,,,,,-89,,-52,-52,-38,,,,,,,-69,-69,-71,,-88,-82,-57,,-71,,,,,-57,,-62,,-77,,-90,,-77,,,,,,-76,,,,,,,,-85,,,,-86,,,,,,,,,,-80,,,,,,-83,,,,,,,,,-64,-68,-65,-68,,,-88,,,-86,,,,,,,,,,,,,,,-82,-63,-57,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963884064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,-73,,-79,,,,,,,,-53,-60,,-68,,,,,,,-65,-76,,,-71,,-65,,,,,,,,,-82,,-54,-76,,-79,,,,-67,-68,,,,,,-89,,-52,-73,-38,-53,,,,,,-55,-55,-74,,-79,-79,-58,-78,-73,,,,,-54,,-49,,-74,,-90,,-77,,,,,,-75,,,,,,,,-87,,,,-86,,,,,,,,,,-80,,,,-91,,,,,,,,,,,-71,-57,-65,-57,,,,,,-87,,,,,,,,,,,,,,,-80,-50,-57,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963887123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,-73,,-72,,,,,,,,-63,,,-68,,,,,,,-65,-78,,,-68,-79,-65,,,,,,,,,,,-62,-75,,-79,,,,-68,-68,,,,,,,,-57,-73,-45,-44,,,,,,-59,-59,-62,,-78,-78,-50,-78,-59,,,,,-51,,-47,,-74,,,,-72,,,,,,-75,,,,,,,,-87,,,,,,,,,,,,,,-71,,,-84,-83,-87,-71,,,,,,,,,-71,-52,-58,-52,,,,,,-87,,,,,,,,,,,,,,,-72,-48,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963890240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,,,-72,,-75,,,,,,,,-62,-68,,-62,,,,,,,-67,-78,,,-69,-79,-67,,,,,,,,,,,-62,-75,,-63,,,,-70,-70,,,,,,,,-57,-61,-60,-53,,,,,,-55,-55,-52,,-67,-67,-52,-75,-52,,,,,-52,,-52,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,,-83,-82,-87,-60,,,,,,,,,-60,-55,-58,-55,,,-85,,,,,,,,,,,,,,,,,,-74,-52,-43,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963893365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,-75,,,,,,,,-62,-73,,-60,,,,,,,-73,,,,-69,,-73,,,,,,,,,,,-59,,,-63,,,,-69,-69,,,,,,,,-58,-60,-60,-53,,,,,,-59,-59,-53,,-76,-76,-67,-75,-52,,,,,-67,,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,-60,,,-85,-84,,-64,,,-71,,,,,-80,-60,-51,,-51,,-79,-87,,,,,,,,,,,,,,,,,,-75,-46,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963896528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,-76,,-80,,,,,,,,-59,-73,,-59,,,,,,,-73,,,,,,-74,,,,,,,,,-68,,-63,,,-63,,,,-74,-74,,,,,,,,-62,-62,-55,-55,,,,,,-67,-67,-62,,-72,-72,-61,-64,-65,,,,,-61,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,-70,,,-85,-88,,-69,,,-71,,,,,-79,,-51,-54,-51,,-79,-81,,,,,,,,,,,,,,,,,,-81,-31,-41,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963899667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,-77,,-82,,,,,,,,-63,-72,,-63,,,,,,,-63,,,,-70,,-64,,,,,,,,,-70,,-63,,,-61,,,,-69,-69,,,,,,-90,,-64,-63,-53,-55,,,,,,-67,-67,-62,,-81,-81,-55,-64,-64,,,,,-55,,-39,,,,,,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,-88,-88,-77,,,,,,,,-79,-50,-49,-54,-49,,-77,-83,,,-82,,,,,,,,,,,,,,,-82,-38,-37,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963902781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,-74,,-80,,,,,,,,-58,-72,,-58,,,,,,,-71,,,,-75,,-71,,,,,,,,,-65,,-65,,,-62,,,,-68,-68,,,,,,-90,,-56,-55,-52,,,,,,,-59,-59,,,-82,-82,-55,-62,-64,,,,,-55,,-40,,,,,,-64,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,-71,,,,,-88,-72,,,,,,,,,-51,-44,-50,-44,,-77,-85,,,-85,,,,,,,,,,,,,,,-81,-40,-41,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963905919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,-74,,-83,,,,,,,,-63,-77,,-64,,,,,,,-64,,,,-75,-70,-64,,,,,,,,,-70,,-68,,,-72,,,,-67,-67,,,-82,,,-90,,-67,-68,-60,,,,,,,-65,-66,-67,,-82,-85,-64,-62,-72,,,,,-63,,-48,,,,,,-54,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,-79,,,,,-82,-72,,,-86,,,,,,-46,-40,-48,-40,,-76,-83,,,-83,,,,,,,,,,,,,,,-82,-48,-46,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963909063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,-72,,-77,,,,,,,,-65,-76,,-66,,,,,,,-72,,,,,-74,-72,,,,,,,,,-75,,-65,,,-69,,,,-74,-73,,,-77,,,-90,-78,-68,-68,-59,-65,,,,,,-70,-70,-70,,-88,-85,-71,-52,-70,,,,,-70,,-54,,,,,,-52,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,-82,,,,,-83,,,,-78,,,,,,-42,-35,-43,-35,,-76,-83,,,-84,,,,,,,,,,,,,,,-77,-54,-50,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963912195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,-79,,-77,,,,,,,,-65,-76,,-67,,,,,,,-72,,,,-79,-74,-89,,,,,,,,,-75,,-72,,,-69,,,,-86,-87,,,-79,,,,-78,-70,-71,-68,-69,,,,,,-80,-82,-75,-82,-88,,-71,-61,-75,,-84,,,-70,,-62,,,,,,-52,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,-82,,,,,-86,,,-76,-78,,,,,,-43,-49,-43,-50,,-75,,,,-85,,,,,,,,,,,,,,,-77,-62,-55,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963915306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,-79,,,,,,,,,,,,,-67,,,,,,,-87,,,,-79,-77,-87,,,,,,,,,-77,,-72,,,,,,,-86,-88,,,-79,,,,-78,-82,-79,-76,-69,,,,,,-81,-80,-75,-82,,,-74,-57,-75,,-84,,,-74,,-64,,,,,,-58,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,-81,,,-76,-84,,,,,,-49,-50,-49,-49,,-75,,,,-85,,,,,,,,,,,,,,,,-64,-61,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963918470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,-87,,,,,-78,-85,,,,,,,,,-79,,,,,,,,,-86,-88,,,,,,,,-79,-81,-76,-73,,,,,,-83,-82,,,,,-80,-57,-80,,,,,-80,,-64,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,-84,,,,,,-50,-51,-50,-51,,,,,,-88,,,,,,,,,,,,,,,,-64,-62,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963921544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,-79,,,,,,,-65,,,,,-78,-67,,,,,,,,,-81,,-80,,,,,,,-86,-83,,,,,,,,-80,-83,-72,-73,,,,,,-80,-82,,,,,-60,-59,-79,,,,,-59,,-63,,,,,,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,-78,-82,,,,,,-50,-40,-51,-40,,-84,,,,-87,,,,,,,,,,,,,,,,-62,-58,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963924592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,-79,,-85,,,,,,,,-78,-78,,-62,,,,,,,-72,,,,,-73,-72,,,,,,,,,-71,,-60,,,-60,,,,-73,-74,,,,,,,,-63,-64,-55,-56,,,,,,-64,-64,-68,,,-89,-71,-54,-69,,,,,-64,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,,,,-78,,,,,-81,,,-78,-77,,,,,,-45,-36,-45,-36,,-78,,,,-80,,,,,,,,,,,,,,,-84,-50,-58,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963927638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,-76,,-79,,,,,,,,-64,-78,,-62,,,,,,,-70,,,,,-76,-70,,,,,,,,,-79,,-72,,,-60,,,,-72,-71,,,-77,,,,,-73,-64,-69,-67,,,,,,-69,-69,-77,-75,,-89,-62,-50,-76,,-74,,,-62,,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,-78,,,,,-72,,,-75,-77,,,,,,-45,-30,-39,-30,,-70,,,,-80,,,,,,,,,,,,,,,-77,-54,,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963930753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,-76,,-77,,,,,,,,-66,-78,,-68,,,,,,,-68,,,,-77,-76,-68,,,,,,,,,-79,,-72,,,-67,,,,-68,-68,,,-77,,,,-77,-73,-64,-69,-59,,,,,,-67,-67,-80,-72,,-89,-71,-48,-76,,-72,,,-70,,-58,,,,,,-46,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,-82,,,-72,-80,,,,,,-40,-38,-40,-38,,-70,-71,,,-71,,,,,,,,,,,,,,,-76,-58,-55,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963933847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,,-74,,,,,,,,-72,-78,,-68,,,,,,,-69,,,,-77,,-70,,,,,,,,,,,-67,,,-67,,,,-65,-65,,,-71,,,,-77,-68,-64,-62,-61,,,,,,-65,-65,-76,-79,,,-66,-48,,,-79,,,-67,,-55,,,,,,-49,,,,,,,,,,,,,,,,,,,,,-74,,,,,,,,,,,,-82,,,-72,-78,,,,,,-40,-44,-40,-44,,-61,-70,,,-71,,,,,,,,,,,,,,,-74,-54,-54,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963936937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,-75,,-81,,,,,,,,-67,-79,,,,,,,,,-77,,,,,,-79,,,,,,,,,,,-71,,,,,,,-74,-74,,,-71,,,,-72,-68,-74,-73,-61,,,,,,-67,-68,-82,-79,,,-63,-48,,,-79,,,-64,,-56,,,,,-76,-56,,,,,,,,,,,-86,,,,,,,,,,-77,,,,,,,,,,,,-84,,,-77,-89,,,,,-60,-46,-47,-44,-47,,-61,-66,,,-66,,,,,,,,,,,,,,,-82,-56,-60,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963940020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,,,-75,,-81,,,,,,,,-73,-79,,-77,,,,,,,-77,,,,,,-88,,,,,,,,,,,-71,,,-77,,,,-74,-74,,,-71,,,,-72,,-74,-73,-72,,,,,,-67,-85,-81,,,,-83,-63,,,,,,-83,,-71,,,,,-76,-61,,,,,,,,,,-68,-86,,,,,,,,,,-77,,,,,,,,,,,,-84,-83,,-74,-80,,,,,-50,-53,-57,-44,-57,-79,-50,-61,,-80,-60,,,,,,,,,,,,,,,-82,-71,-60,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963943188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,-80,,,,,,,,,,,,,-88,,,,,,,,,,,,,,-77,,,,,,,,-75,,,,-79,,,-82,-83,,,,,,,-85,-81,,,,-82,-63,,,,,,-83,,-73,,,,,-70,-66,,,,,,,,,,-69,,,,,,,,,,,-78,,,,,,,,,,,,-78,-83,,-74,-83,,,,,-50,-58,-57,-57,-57,-82,-52,-52,,-80,-52,,,,,,,,,,,,,,,,-72,,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963946242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,-80,,,,,,,-84,,,,,,-81,,,,,,,,,,,,,,,,,,-88,,,,-75,,,,-79,,,-79,-80,,,,,,,-86,,-86,,,-82,-71,,,-83,,,-83,,-74,,,,,-64,-66,,,,,,,,,,-63,-86,,,,,,,,,,-74,,,,,,,-80,,,,,-78,-78,,-75,-83,,,,,-55,-58,-54,-55,-53,-82,-56,-61,,,-61,,,,,,,,,,,,,,,,-74,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963949253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,-80,,,-80,,,,,,,-70,,,,,,-70,,,,,,,,,,,,,,-81,,,,-75,-74,,,-75,,,,,,,-75,-70,,,,,,-81,-81,,-86,,,-69,-59,,,-83,,,-69,,-62,,,,,-64,-59,,,,,,,,,,-67,-86,-88,,,,,,,,,-77,,,,,,,-80,,,,,-78,-81,,-78,-78,,,,,-53,-50,-49,-55,-49,-80,-51,-53,,-80,-53,,,,,,,,,,,,,,,-87,-62,-60,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963952332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,-65,,,-80,,,,,,,-70,,,,-80,,-83,,,,,,,,,,,-70,,,-71,,,,-83,-83,,,,,,,,-62,-62,-75,-57,,,,,,-81,-81,-78,,,,-77,-59,,,,,,-77,,-67,,,,,-64,-60,,,,,,,,,,-65,,-85,,,,,,,,,-75,,,,,,,,,,,,-76,-81,,-73,-77,,,,,-43,-50,-55,-46,-55,-80,-46,-52,,-80,-51,,,,,,,,,,,,,,,-87,-68,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963955384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,-80,,-83,,,,,,,,,,,-70,,,-71,,,,-83,-83,,,-77,,,,-77,-78,-78,,-77,,,,,,-81,,-78,,,,-84,-59,,,,,,-77,,-67,,,,,-64,-68,,,,,,,,,,-64,-88,-84,,,,,,,,,-75,,,,,,,,,,,,-80,-78,,-69,-82,,,,,-47,-62,-62,-59,-62,-80,-46,-51,,-80,-51,-88,,,,,,,,,,,,,,-87,-77,-61,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963958557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,-78,,,-79,,,,,,,,,,,,,,,,,,,,,,,,-85,,,-84,,,,,,,,-77,,,,-77,-78,-82,-83,-77,,,,,,-86,-85,,,,,-84,-71,,,,,,,,,,,,,-70,-73,,,,,,,,,,-70,-88,-84,,,,,,,,,-80,,,,,,,,,,,,-84,-78,,-69,-86,,,,,-47,-65,-71,-65,-71,,-44,-55,,-80,-55,-88,,,,,,,,,,,,,,,-79,-71,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963961810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,-85,,,-84,,,,,,,,,,,,,,-82,-83,,,,,,,-86,-85,,,,,,-78,,,,,,,,-86,,,,,-70,-78,,,,,,,,,,-73,,,,,,,,,,,-80,,,,,,,,,,,,-89,,,,-90,,,,,-52,-71,-70,-70,-71,-78,-51,-68,,-79,-68,,,,,,,,,,,,,,,,-79,-71,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963965083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,-80,,,,,,,,-86,,,,,-73,-79,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,-89,,,,-90,,,,,-55,-69,-78,-69,-79,-79,-55,-60,,-80,-60,,,,,,,,,,,,,,,,,-75,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963968348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,-80,,,,,,-87,,,,,,,-74,-77,,,,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,-67,-75,-66,-74,-80,-55,-57,,-81,-57,,,,,,,,,,,,,,,,,-77,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963971528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,-69,-77,,,,,,,,,,-69,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,-51,-72,-76,-73,-78,-80,-45,-63,,-78,-63,,,,,,,,,,,,,,,,,-77,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963974744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,,,-66,-79,,,,,,,,,,-68,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,-81,-87,,,,,-50,-73,-86,-73,-78,-79,-51,-54,,-78,-54,,,,,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
