TimeStamp,34:a8:4e:ce:92:60,34:a8:4e:90:14:80,34:a8:4e:ce:92:62,34:a8:4e:90:14:82,88:75:56:ef:bc:a0,34:a8:4e:9f:90:90,88:75:56:ef:bc:a2,34:a8:4e:9f:90:9f,34:a8:4e:2f:30:7d,34:a8:4e:9f:90:9d,34:a8:4e:2f:30:70,34:a8:4e:2f:30:7f,34:a8:4e:9f:90:92,34:a8:4e:2f:30:72,34:a8:4e:90:14:8f,34:a8:4e:85:47:50,34:a8:4e:ce:92:6f,34:a8:4e:90:14:8d,34:a8:4e:ce:92:6d,34:a8:4e:85:47:52,88:75:56:82:92:70,20:3a:07:0b:be:90,34:a8:4e:26:96:b0,20:3a:07:06:d4:bf,88:75:56:82:92:72,20:3a:07:0b:be:92,34:a8:4e:26:96:b2,20:3a:07:06:d4:bd,34:a8:4e:85:47:5d,20:3a:07:ee:63:80,20:3a:07:8b:b4:a0,88:75:56:82:92:7f,20:3a:07:8b:b4:af,34:a8:4e:26:96:bf,20:3a:07:8b:b4:a2,20:3a:07:7a:6d:a2,88:75:56:82:92:7d,34:a8:4e:26:96:bd,20:3a:07:7a:6d:a0,20:3a:07:ee:63:8f,20:3a:07:7a:6d:af,34:a8:4e:65:4d:1f,34:a8:4e:65:4d:1d,20:3a:07:ee:63:8d,20:3a:07:06:d4:b2,34:a8:4e:ae:44:1f,20:3a:07:8b:b4:ad,34:a8:4e:ae:44:1d,88:75:56:0f:66:f2,34:a8:4e:67:e6:c2,20:3a:07:06:d4:b0,88:75:56:0f:66:f0,20:3a:07:16:3f:f0,34:a8:4e:47:99:ff,20:3a:07:ee:63:82,34:a8:4e:47:99:fd,20:3a:07:16:3f:f2,20:3a:07:16:3f:ff,88:75:56:0f:66:ff,34:a8:4e:65:4d:12,34:a8:4e:85:47:5f,20:3a:07:16:3f:fd,34:a8:4e:67:e6:c0,34:a8:4e:ae:44:12,88:75:56:0f:66:fd,34:a8:4e:84:8a:3f,34:a8:4e:84:8a:30,34:a8:4e:84:8a:32,34:a8:4e:84:8a:3d,20:3a:07:fd:63:b0,20:3a:07:fd:63:b2,88:75:56:04:8b:10,cc:d5:39:94:84:90,34:a8:4e:ae:44:10,88:75:56:04:8b:12,34:a8:4e:4e:19:82,34:a8:4e:65:4d:10,88:75:56:04:8b:1d,34:a8:4e:4e:19:80,cc:d5:39:94:84:9f,cc:d5:39:94:84:92,88:75:56:04:8b:1f,34:a8:4e:4e:19:8f,34:a8:4e:4e:19:8d,cc:d5:39:94:84:9d,34:a8:4e:67:e6:cd,34:a8:4e:47:99:f2,20:3a:07:0b:be:9d,20:3a:07:0b:be:9f,34:a8:4e:67:e6:cf,34:a8:4e:47:99:f0,88:75:56:46:e4:12,88:75:56:46:e4:10,58:bf:ea:98:e5:f0,58:bf:ea:98:e5:f2,34:a8:4e:cd:1f:bf,34:a8:4e:cd:1f:be,34:a8:4e:cd:1f:b1,34:a8:4e:cd:1f:b0,34:a8:4e:91:cf:90,88:75:56:46:e4:1f,88:75:56:46:e4:1d,88:75:56:ca:c3:d2,34:a8:4e:c2:a0:1f,88:75:56:ca:c3:df,88:75:56:ca:c3:dd,58:bf:ea:98:e5:fd,34:a8:4e:c2:a0:10,88:75:56:ca:c3:d0,88:75:56:e8:08:2f,34:a8:4e:c2:a0:1d,88:75:56:e8:08:2d,88:75:56:e8:08:22,58:bf:ea:98:e5:ff,88:75:56:b6:5e:a0,20:3a:07:b7:c1:af,88:75:56:e8:08:20,20:3a:07:59:25:d0,20:3a:07:1a:df:90,88:75:56:b6:5e:af,20:3a:07:54:5c:80,34:a8:4e:c2:a0:12,88:75:56:b6:5e:a2,20:3a:07:1a:df:9d,20:3a:07:3f:95:bf,20:3a:07:fd:63:bf,88:75:56:b6:5e:ad,20:3a:07:59:25:d2,20:3a:07:3f:95:bd,20:3a:07:1a:df:9f,20:3a:07:3f:95:b0,20:3a:07:54:5c:82,20:3a:07:54:5c:8d,20:3a:07:54:5c:8f,88:75:56:2c:fb:70,20:3a:07:59:25:df,20:3a:07:fd:63:bd,20:3a:07:1a:df:92,88:75:56:2c:fb:72,20:3a:07:59:25:dd,88:75:56:2c:fb:7d,88:75:56:2c:fb:7f,24:01:c7:87:30:50,34:a8:4e:61:47:72,20:3a:07:23:4b:1d,34:a8:4e:61:47:70,20:3a:07:23:4b:10,34:a8:4e:0e:8f:90,20:3a:07:3f:95:b2,20:3a:07:ee:25:20,34:a8:4e:61:47:7d,34:a8:4e:0e:8f:92,20:3a:07:ee:25:2f,20:3a:07:ee:25:2d,24:01:c7:87:30:5d,20:3a:07:ee:25:22,34:a8:4e:61:47:7f,24:01:c7:87:30:52,24:01:c7:87:30:5f,34:a8:4e:0e:8f:9d,34:a8:4e:e0:0e:e0,34:a8:4e:0e:8f:9f,34:a8:4e:e0:0e:e2,24:01:c7:0b:62:62,88:75:56:bf:20:40,88:75:56:bf:20:4f,88:75:56:bf:20:42,88:75:56:bf:20:4d,34:a8:4e:fb:84:f0,24:01:c7:0b:62:60,24:01:c7:0b:62:6f,34:a8:4e:fb:84:ff,34:a8:4e:fb:84:f2,24:01:c7:0b:62:6d,34:a8:4e:fb:84:fd,cc:d5:39:2e:38:d2,cc:d5:39:2e:38:d0,cc:d5:39:9f:83:82,cc:d5:39:f5:2f:d2,cc:d5:39:bf:82:50,58:97:1e:ea:c3:e0,58:97:1e:ea:c3:e2,20:3a:07:14:48:a2,20:3a:07:23:4b:1f,20:3a:07:23:4b:12,20:3a:07:14:48:a0,20:3a:07:14:48:ad,20:3a:07:14:48:af,20:3a:07:7a:6d:ad,20:3a:07:b7:c1:ad,20:3a:07:b7:c1:a0,20:3a:07:b7:c1:a2,34:a8:4e:fc:b5:70,cc:d5:39:a1:3d:8d,cc:d5:39:a1:3d:8f,20:3a:07:46:f5:1f,20:3a:07:46:f5:1e,cc:d5:39:a1:3d:80,34:a8:4e:91:cf:9f,cc:d5:39:a1:3d:82,34:a8:4e:91:cf:9e,cc:d5:39:f5:2f:df,24:01:c7:29:38:b2,24:01:c7:3d:63:02,c0:62:6b:b6:2b:02,c0:62:6b:b6:2b:00,34:a8:4e:91:cf:91,88:75:56:e6:13:f0,34:a8:4e:fc:b5:71,88:75:56:e6:13:f1,88:75:56:ef:bc:af,5c:fc:66:cf:ac:62,e0:d1:73:64:87:c2,20:3a:07:46:f5:11,20:3a:07:46:f5:10,cc:d5:39:bf:82:52,cc:d5:39:9f:83:80,1c:e6:c7:78:65:22,24:01:c7:9b:0e:40,34:db:fd:2e:66:70
1454963977959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,-77,,,,,,,,,,,,,-66,-76,,,,,,,,,,-70,-87,-86,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,-58,-78,-86,-83,-85,-73,-59,-65,,-72,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963981204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,-68,,,-89,,,,,,,,,,-70,-76,,,,,,,,,,-69,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,-78,,-83,-85,-68,-60,-68,-78,-68,-69,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963984434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,-73,,,-89,,,,,,,,,,-68,-73,,,,,,,,,,-63,-84,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,-83,-90,-66,-61,-69,-83,-65,-69,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963987633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,-89,,,,-89,,,,,,,,,,,,,,-78,,,,-61,,,-78,,,,,,,,,,-68,-73,,,,,,,,,,-64,-73,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,,-90,-67,-69,-79,-83,-69,-78,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963990834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-83,,-82,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,-89,,,,-86,,,,,,,,,,,,,,-68,,,,-61,,,-68,,,,,,,,,,-61,-61,,-89,,,,,,-88,,-62,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67,-81,-80,-80,,-67,-69,-78,-80,-66,-78,-80,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,
1454963994043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-86,,-85,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-69,,,,,,,,,,,,-80,-75,-90,,,-55,-78,,-74,,,,,,,,,,-61,-55,,-89,,,,,,-87,,-51,-62,-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,-72,-80,-80,-86,-63,-64,-80,-81,-63,-79,-81,,,,,,,,,,,,,,,,,,,-92,-87,,,,,,,,,,,,,,,,,,,,,,,,,
1454963997290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-82,,-83,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,-82,-70,,,,-69,,,,,,,,,,,,-80,-69,-90,-82,,-59,-78,,-68,,,,,,,,,,,-55,,,,,,,,-86,,-51,-60,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,-73,,-73,-81,-71,-64,-75,-77,-71,-76,-77,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,
1454964000504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-83,,-87,,,,,-71,,,,,,,,,-81,,,,,,,,,,,,,,-82,-71,,,-62,-69,,,,,,,,,,,,-80,-65,,-88,,-57,-78,,-64,,,,,,,,,,-45,-58,,-85,,,,,,-86,,-46,-64,-64,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,-64,-73,-83,-71,-81,-70,-64,-77,-79,-70,-77,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964003801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-78,,-79,,-87,,,,,-71,,,,,,,,,-81,,,,,,,,,,,,,,-82,-64,,,-79,-64,,,,,,,,,,,,-77,-71,-83,-84,,-55,-79,,-71,,,,,,,,,,-53,-58,,-89,,,,,,,,-53,-64,-64,,,,-85,,,,,-82,,,,,,,,,,,,,,,,,,,,,-64,-75,-83,-76,-81,-69,-63,-80,-82,-70,-80,-82,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964007002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-83,,-82,,,,,,,-71,,,,,,,,,-78,,,-79,,,,,,,,,,,-81,-67,,,-79,-68,,,,,,,,,,,,-77,-66,-85,-84,,-53,-71,,-65,,,,,,,,,,-51,-53,,-89,,,,,,-85,,-53,-56,-56,,,,,,,,,-82,,,,,,,,,,,,,,,-84,,,,,,-66,-67,,-67,-83,-68,-68,-77,-77,-69,-77,-77,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964010229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-82,,-82,,,,,,,-73,,,,,,,,,-78,,,-79,,,,,,,,,,,-81,-69,,,,-68,,,,,,,,,,,,-77,-67,-85,-79,,-56,-78,,-67,,,,,,,,,,-49,-56,,,,,,,,-82,,-51,-60,-61,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,-65,-67,,-73,-79,-65,-65,-77,-81,-65,-77,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964013441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,-82,,-82,,,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,-87,-71,,,-85,-71,,,,,,,,,,,,-76,-61,,-82,,-55,-76,,-62,,,,,,,,-80,,-47,-56,,-88,,,,,,-82,,-47,-65,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-73,-80,-73,-82,-65,-65,-80,-81,-65,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964016636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,-82,,-83,,-86,,,,,-74,,,,,,,,,,,,,,,,,,,,,,,-85,-69,,,-86,-68,,,,,,,,,,,,-76,-64,-84,-83,,-55,-77,,-64,,,,,,,,-80,,-49,-56,,-87,,,,,,,,-48,-63,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,-68,-78,-68,-82,-68,-65,-83,-77,-65,-84,-77,,,,,,,,,,,,,,,,,,,-86,-84,,,,,,,,,,,,,,,,,,,,,,,,,
1454964019837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,,,-73,,,,-75,,-79,,-85,,,,-85,-76,,,,,,,,,,,,-82,,,-87,,,,,,,,-71,-69,,,-71,-73,,,,,,,,,,,,-76,-58,-84,-83,,-62,-77,,-57,,,,,,,,,,-49,-63,,-87,,,,,,,,-53,-59,-60,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,-68,-70,-78,-68,-74,-69,-67,-83,-76,-68,-84,-76,,,,,,,,,,,,,,,,,,,-86,-84,,,,,,,,,,,,,,,,,,,,,,,,,
1454964022987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,,,,,,,,,,,,,-81,,,-65,,,-74,-75,,-79,-75,-77,,,,-78,-76,,,,,,,,,-67,,,-75,,,-78,,,,-78,,,,-71,-66,,,-71,-68,,,,,,,,,,,,-64,-60,-75,-73,,-49,-67,,-59,,,,,,,,-82,,-50,-63,,,,,,,,,,-52,-60,-60,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,-68,-71,-76,-70,-76,-68,-69,,-84,-69,-87,-83,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964026239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,-84,,,,,,,,,,,,-81,,,-65,,,-74,-82,,-81,-79,-77,,,,-86,,,,,,,,,,-80,,,-79,,,-78,,,,-78,,,,-84,-67,,,,-68,,,,,,,,,,,,-69,-67,-78,-78,,-49,-67,,-67,,,,,,,,-82,,-50,-49,,,,,,,,,,-52,-56,-56,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,-71,-71,-76,-69,-84,-72,-71,-87,-84,-72,-87,-83,,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964029531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,-75,,,,-82,,-81,-79,,,,,-86,,,,,,,,,,-80,,,-79,,,,,,,,,,,-83,-68,,,-84,-68,,,,,,,,,,,,-79,-73,-78,-87,,-49,-81,,-73,,,,,,,,,,-50,-59,,,,,,,,,,-52,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,-71,-76,-82,-75,-82,-76,-68,-87,-84,-72,-86,,,,,,,,,,,,,,,,,,,,,,-87,-84,,,,,,,,,,,,,,,,,,,,,,,
1454964032759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-68,,,-86,-69,,,,,,,,,,,,-77,-69,-90,-87,,,-79,,-69,,,,,,,,,,-58,-60,,,,,,,,,,-61,-70,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-71,-84,-71,-81,-76,-75,-87,,,-86,,,,,,,,,,,,,,,,,,,,-85,-85,-84,-84,-77,-89,-75,-89,,,,,,,,,,,,,,,,,,,
1454964035976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76,,,,-85,,-85,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-70,,,-81,-71,,,,,,,,,,,,-79,-69,-88,-86,,,-77,,-69,,,,,,,,,,-57,-58,,-86,,,,,,-86,,-57,-68,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-73,-80,-74,-81,-76,-75,-84,,-75,-83,,,,,,,,,,,,,,,,,,,,-78,-80,-84,-84,-70,-89,-69,-89,-85,,,,,,,,,,,,,,,,,,
1454964039173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-81,,-80,,-88,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,-82,-70,,,-81,-70,,,,,,,,,,,,-79,-61,-84,-86,,-55,-78,,-61,,,,,,,,,,-57,-54,,-86,,,,,,-86,,-57,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-73,-74,-72,-74,,-70,-84,,-71,-81,,-79,-78,,,,,,,,,,,,,,,,,-79,-81,,,-73,,-74,,-85,,,,,,,,,,,,,,,,,,
1454964042408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-78,,-78,,-86,,,,-86,-74,,,,,,,,,-82,,,,,,,,,,,,,,,-68,,,,-70,,,,,,,,,,,,-76,-61,-81,-80,,-48,-78,,-61,,,,,,,,,,-53,-48,,,,,,,,,,-54,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,-73,-74,-68,-73,,-65,,-81,-71,-81,-84,-79,-78,,,,,,,,,,,,,,,,,-83,-81,,,-73,,-74,,,,,,,,,,,,,,,,,,,,
1454964045482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-85,,-79,,,,,,,,,,,,-81,,,,,,-80,-74,,-72,,-86,,,,-86,-69,,,,,,,,,-82,,,,,,-86,,,,-86,,,,-68,-61,,,-65,,,,,,,,,,,,,-75,-54,-81,-82,,-52,,,-54,,,,,-87,,,,,-53,-51,,,,,,,,-89,,-54,-64,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,-65,-64,-73,-71,-72,,-81,-71,,-84,,,,,,,,,,,,,,,-87,,-77,,-72,-72,,,-64,,-64,,,-79,-82,,,,,,,,,,,,,,,,
1454964048684,,-80,,-80,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-66,,-76,,-66,,,,,,,,,,,,-76,,-81,,,-80,-71,-72,,-74,-71,-79,,,,-75,-51,-70,,,,,,,,-66,-83,-72,,,-83,-73,,,,-73,,,,-68,-55,,,-65,-57,,,,-78,,,,,,,,-56,-51,-70,-70,,-43,-56,,-51,,,,,-86,,,,,-59,-51,,,,,,,,-89,,-61,-80,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-62,-65,-61,-64,-71,-72,,,-71,,,,,,,,,,,,,,,,,-85,,-76,,-86,-72,,,-64,,-64,,,-79,-82,,,,,,,,,,,,,,,,
1454964051833,,-80,,-80,,,,,,,,,,,-88,,,,,,,,,,,,,,,,-68,,-81,,-69,,,,,,,,,,,,-76,,-81,-49,,-80,-71,-70,,-72,-71,-79,,,,-86,-49,-70,,,,,,,,-68,-83,-72,-68,,-83,-81,,,,-81,,,,-63,-54,,,,-52,,,,-80,,,,,,,,-69,-47,-65,-65,,-43,-56,,-47,,,,,-86,,,,,-59,,,,,,,,,,,-61,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-62,,-55,-65,-71,,,,-71,,,,,,,,,,,,,,,,,-85,,-73,,-86,,,,,,-78,,,,,,,,,,,,,,,,,,,,
1454964054978,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,-76,,-69,,,,,,,,,,,,-76,,,-57,,,-73,-68,,-70,,-63,,,,-63,-56,,,,,,,,,-72,,,-71,,,-85,,,,-81,,,,-60,-54,,,-60,-55,,,,-80,,,,,,,,-69,-44,-75,-74,-89,-43,-63,,-44,,,,,,,,,,,-42,,,,,,,,,,,-79,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-60,,-55,-65,,-71,,,-74,,,,,,,,,,,,,,,,,-83,-78,-73,,,-87,,,,,-78,,,,,,,,,,,,,,,,,,,,
1454964058108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,,-80,,,,,,,,,,,,,-84,-81,-84,,-56,,,-70,-70,,-70,,-74,,,,-74,-56,,,,,,,,,-67,-78,-61,-67,,,-85,,,-78,-81,,,,-61,-57,,,-84,-56,,,,,,,,,,,,,-39,-76,-76,-89,-33,-54,,-39,,,,,-82,,,,,,-33,,-88,,,,,,-90,,,-80,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,-53,,-57,,-80,-71,,,-74,-88,,,,,,,,,,,,,,,,-83,-72,-71,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,
1454964061236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,-65,,,,,,,,,,,,,-84,-65,-84,,-52,,,-67,-71,,-71,,-73,,-85,,-73,-56,-66,,,,,,,,-64,-78,-61,-64,,-81,-74,,,-78,-75,,,,-61,-57,,,-59,-58,,,,,,,,,-83,,,,-34,-60,-60,-89,-32,-58,,-34,,,,,-77,,,,,,-33,,-88,,,,,,-90,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-61,-59,-57,-57,-80,,,,,-88,,,,,,,,,,,,,,,,-77,-72,-71,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,
1454964064378,,-83,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,-77,,-69,,,,,,,,,,,-84,-78,-84,,-56,,,-77,-70,,-69,,-73,,-85,,-73,-57,-64,,,,,,,,-74,,,-73,,-81,-73,,,,-73,,,,-71,,,,-70,-52,,,,,,,,,-83,,,-62,-43,-76,-76,,-41,-63,,-43,,,,,-77,,,,,,-40,,,,,,,,,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-54,-58,,-59,,,,,,,,,,,,,,,,,,,,,,-82,-71,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,
1454964067496,,-83,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-76,,-69,,,,,,,,,,,,-80,,,-52,,,-75,-71,,-71,,-73,,-78,,-74,-52,-69,,,,,,,,-65,,-69,-65,,,-78,,,,-73,,,,-76,-53,,,-77,-53,,,,,,,,,,,,-62,-43,-71,-71,,-40,-61,,-44,,,,,-85,,,,,,-39,,,,,,,,,,,-84,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-56,-58,,-67,,,,,,,,,,,,,,,,,,,,,,-82,-75,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964070678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,,-76,,-68,,,,,,,,,,,,-90,,,-67,,,-75,-71,,-71,,-86,,-78,,-74,-69,-69,,,,,,,,-68,,-69,-68,,,-78,,,,-85,,,,-76,-50,,,-77,-54,,,,-83,,,,,,,,-68,-51,-76,-76,,-39,-61,,-50,,,,,-89,,,,,,-35,,,,,,,,,,-76,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-60,-65,-57,-65,,,,,,,,,,,,,,,,,,,,,,-91,-76,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964073772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,-68,,,,,,,,,,,,-90,,,-71,,,-78,-59,,-71,,-78,,,,,-73,-71,,,,,,,,-68,,-72,-80,,,,,,,-85,,,,-71,-58,,,-77,-57,,,,-83,,,,,,,,-72,-44,-77,-76,,-39,-72,,-43,,,,,-87,,,,,-74,-39,,-85,,,,,,-87,,-72,-83,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,-59,-58,-57,-59,,,,,,,,,,,,,,,,,,,,,,-87,-75,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454964076888,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,-77,,-62,,,,,,,,-88,,,,-76,-88,,-48,,,-61,-76,,-72,-61,-78,,-80,,-78,-73,-68,,,,,,,,,,-68,-66,,-80,-78,,,-80,-79,,,,-65,-55,,,,-56,,,-82,-83,,,,,,,,-72,-29,-63,-63,,-26,-53,,-29,,,,,-79,,,,,-76,-26,,-85,,,,,,-87,,-72,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-59,-58,-54,-60,,,,,,,,,,,,,,,,,,,,,,-78,-68,-67,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,
1454964080029,,-83,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,,-75,,-63,,,,,,,,-90,,,,-76,-89,,-45,,,-66,-74,,-72,-66,-64,,-79,,-64,-45,-56,,,,,,,,,-79,-56,-59,,-80,-68,,,-77,-68,,,-90,-65,-55,,,,-60,,,-79,-83,,,,,,,,-51,-36,-62,-62,-89,-26,-51,,-36,,,-89,,-76,,,,,-79,-28,,,,,,,,,,-72,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-54,-54,-54,-55,,,,,,,,,,,,,,,,,,,,,,-75,-65,-63,,,,,,,,,-87,,,,-84,,,,,,,,,,,,,,,
1454964083140,,-77,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,-68,,-70,,-63,,,,,,,,-89,,,,-70,-86,,-49,,,-69,-77,,,-68,-64,,-79,,-64,-45,-57,,,,,,,,,-79,-60,-65,,-80,-73,,,-77,-73,,,-89,-63,-68,,,,-67,,,-77,-80,,,,,,,,-57,-44,-61,-61,-89,,-57,,-44,,,-89,,-78,,,-83,,-77,-36,,,,,,,,,,-78,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,-64,-53,-62,,-84,,,,,,,,,,,,,,,,,,,,-78,-60,-60,,-88,-87,,,,,-84,-87,,,,,,,,,,,,,,,,,,,
1454964086283,,-77,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,,-72,,-65,,,,,,,,-88,,,-75,-71,-86,,-46,,,-58,-79,,,-58,-65,,,,-66,-46,-57,,,,,,,,-63,,-56,-62,,-77,-73,,,,-73,,,-89,-57,-68,,,-56,-67,,-87,-76,-80,,,,,,,,-56,-43,-62,-62,-86,-43,-56,,-41,,,-85,,-70,,,-83,,-77,-42,,,,,,,,,,-78,-86,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,-68,-61,-67,,-84,,,,,,,,,,,,,,,,,,,,-70,-59,-59,,-88,-88,,,,,-78,,,,,,,,,,,,,,,,,,,,
