TimeStamp,88:75:56:8f:3d:d0,20:3a:07:42:45:12,88:75:56:8f:3d:d2,20:3a:07:f9:39:c0,20:3a:07:42:45:1f,20:3a:07:42:45:1d,20:3a:07:42:45:10,0c:d9:96:ca:15:40,0c:d9:96:ca:15:4f,20:3a:07:f9:39:c2,0c:d9:96:ca:15:42,20:3a:07:f9:39:cf,0c:d9:96:ca:15:4d,20:3a:07:f9:39:cd,34:a8:4e:cc:26:f0,34:a8:4e:cc:26:f2,c0:62:6b:86:c4:30,c0:62:6b:86:c4:32,f0:25:72:a2:eb:e0,f0:25:72:a2:eb:e2,a0:cf:5b:44:84:50,c0:62:6b:86:c4:3f,f0:25:72:a2:eb:ed,88:75:56:6b:6a:5d,c0:62:6b:86:c4:3d,34:a8:4e:cc:26:ff,34:a8:4e:cc:26:fd,88:75:56:6b:6a:52,88:75:56:6b:6a:50,88:75:56:6b:6a:5f,a0:cf:5b:44:84:52,f0:25:72:a2:eb:ef,a0:cf:5b:44:84:5d,a0:cf:5b:44:84:5f,e0:d1:73:5b:cd:d0,e0:d1:73:5b:cd:d2,e0:d1:73:5b:cd:df,e0:d1:73:5b:cd:dd,7c:95:f3:17:0f:4f,7c:95:f3:17:0f:4d,64:d8:14:60:de:40,64:d8:14:60:de:42,7c:95:f3:17:0f:42,7c:95:f3:17:0f:40,64:d8:14:60:de:4f,64:d8:14:60:de:4d,64:d8:14:32:64:df,64:d8:14:32:64:dd,64:d8:14:c0:60:0d,64:d8:14:32:64:d0,34:a8:4e:ab:ce:a0,64:d8:14:ad:ad:00,64:d8:14:c0:60:0f,64:d8:14:ad:ad:0d,64:d8:14:32:64:d2,34:a8:4e:ab:ce:a2,64:d8:14:ad:ad:02,64:d8:14:c0:60:00,64:d8:14:c0:60:02,64:d8:14:ad:ad:0f,34:a8:4e:ab:ce:af,34:a8:4e:ab:ce:ad,88:75:56:8f:3d:df
1454507702820,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454507706098,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454507709383,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454507712660,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454507715944,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508339398,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508342682,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508345915,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508349154,,,,,,,,-76,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508352534,,,,,,,,-73,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508355814,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508359100,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508362380,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508365665,,,,-78,,,,,-88,-78,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508368899,,,,-78,,,,-79,-86,-82,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508372097,,,,,,,,-73,-75,-78,-77,-86,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508375330,,,,-80,,,,-73,-75,-78,-76,-86,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508378564,,,,-80,,,,,,,-73,-88,-84,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508381816,,,,-78,,,,-76,-85,-79,-76,-88,-82,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508385099,,,,-78,,,,-76,-85,-79,-75,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508388385,,,,-68,,,,,,-66,-77,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508391578,,,,-73,,,,,,-73,-76,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508395007,,,,-73,,,,-76,,-71,-78,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508398247,,,,,,,,-77,,-71,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508401634,,,,,,,,-77,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508404935,,,,,,,,-80,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508408218,,,,,,,,-80,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508411507,,,,,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508414787,,,,,,,,,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508418073,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508421389,,,,-77,,,,-76,,-80,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508424688,,,,-77,,,,-76,-87,-80,-75,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508427940,,,,,,,,-79,-87,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508431228,,,,,,,,-79,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508434506,,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508473928,,-84,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508477210,,-77,,-76,,,-77,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508480412,,-76,,-76,,-87,-78,,,-79,,-77,-84,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508483630,,-72,-79,-66,-81,-83,-78,,,-71,,-85,-89,-75,-80,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508486908,,-77,-79,-72,-88,-88,-75,-80,,-72,-80,-86,-89,-85,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508490194,,-77,-81,-75,-88,-88,-75,-81,,-74,-80,-86,,-85,-80,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508493480,-82,,-83,-80,,,-83,-80,,-74,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508496777,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508500059,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508503394,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508506678,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508509962,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508513248,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508516530,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508519813,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508523098,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508526398,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508529680,-82,,-83,-80,,,-83,-80,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508549354,,,,,,,,,,,,-85,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508552552,,-77,,-74,-84,-88,,,,,,-85,-83,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508555767,-78,-70,-78,-68,-84,-88,-71,-80,,,-81,,-83,-78,-77,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508558970,-78,-77,-77,-68,,-86,-77,-70,-88,-65,-70,-77,-86,-78,-79,-76,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508562165,,-73,-81,,-85,-86,-77,-73,-88,-63,-69,-73,-80,-73,-77,-77,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508565368,,-78,-81,-63,-85,-86,-76,-70,-78,-62,-70,-70,-78,-70,-77,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508568562,,-78,,-63,-82,-89,-76,-70,-80,-59,-70,-72,-78,-72,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508571763,,-79,,-66,-85,-89,-78,-70,-80,-64,-68,-72,-75,-72,,,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508574967,,-82,-80,-58,-85,-86,-78,-68,-73,-64,-67,-71,-73,-70,,,-71,-72,-79,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508578178,,-82,-80,-57,-88,-88,,-56,-72,-57,-67,-71,-72,-71,,,-71,-73,-81,-80,-79,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508581376,,,,-58,-88,-88,,-56,-63,-59,,-57,-62,-57,,-80,-79,-73,-75,-76,-79,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508584577,,,,-56,,,,-59,-54,-59,-59,-71,-54,-70,-78,-78,-79,-76,-75,-76,,,-83,-84,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508587792,,,,-61,-85,-90,,-48,-52,-64,-59,-65,-52,-65,-73,-73,-76,-76,,-82,,,-83,-82,-85,-79,-79,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508591069,,,,-62,-85,-90,,-54,-45,-64,-55,-73,-45,-74,-69,-73,-76,-69,,-82,,,-85,-86,-83,-73,-73,-78,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508594296,,,,-67,,,,-48,-62,,-47,-73,-61,-76,-69,,,-70,-75,,,,-85,-83,-83,-73,-73,,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508597542,,,,,,,,-48,-62,-71,-49,-81,-62,,,-67,-64,-65,,-77,-82,-83,,-70,-82,-79,-81,-72,,-71,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508600796,,,,,,,,-53,-57,-70,-53,-82,-57,-83,-75,-71,-67,-66,,-77,-79,-81,-84,-82,-81,-79,-81,-72,,-81,-53,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508604061,,,,-78,,,,-53,-74,-70,-54,-82,-73,-83,-78,-74,-67,-77,,,-79,-81,-84,-81,-81,-84,-84,-77,-73,-83,-53,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508607305,,,,-78,,,,-65,-79,,-63,,-77,,-69,-70,,-77,,,,,,-81,,-80,-79,-77,-71,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508610557,,,,,,,,-69,-79,,-72,,-82,,-76,-75,,,,,,,,-89,,-80,-84,-74,-77,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508613792,,,,,,,,-69,,,-77,,-78,,-75,-71,,,,,,,,-84,,-79,-79,-79,-77,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508617035,,,,,,,,,,,-69,,-81,,-76,-75,,,,,,,,-84,,-79,-80,-75,-76,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508620306,,,,,,,,,,,-69,,-81,,-78,-75,,,,,,,,,,-85,-80,-75,-76,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508623570,,,,,,,,-72,,,-76,,-85,,-78,-78,,,,,,,,,,-85,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508626922,,,,,,,,-75,,,-77,,-85,,-76,-78,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508630239,,,,,,,,-75,,,-81,,,,-77,-78,,,,,,,,,,-81,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508633490,,,,,,,,,-82,,-81,,-83,,-77,-78,,,,,,,,,,-81,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508636740,,,,,,,,-70,-86,,-72,,-83,,-73,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508639977,,,,,,,,-74,-83,,-75,,-85,,-76,-77,,,,,,,,-84,,-82,-81,-80,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508643226,,,,,,,,-78,-83,,-78,,-85,,-76,-78,,,,,,,,-86,,-82,-81,-76,-78,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508646472,,,,,,,,-74,-81,,-74,,-78,,-69,-70,,,,,,,,-87,,-84,,-71,-73,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508649708,,,,-81,,,,-69,-82,,-69,,-80,,-65,-65,,,,,,,,-84,,-84,-83,-66,-66,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508652954,,,,-83,,,,-76,-77,,-78,,-80,,-68,-69,,,,,,,,-77,,,-83,-68,-69,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508656207,,,,-83,,,,-76,-77,,-65,,-80,,-68,-64,,,,,,,,-85,,-79,-80,-75,-77,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508659437,,,,,,,,,,,-70,,-79,,-67,-67,,,,,,,,-81,,-84,-83,-71,-77,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508662619,,,,-78,,,,,-71,-78,-65,,-72,-85,-67,-67,,,,,,,,-76,,-79,-79,-69,-69,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508665862,,,,-82,,,,-64,-61,-82,-64,-83,-61,-84,-68,-67,,,,,,,,-73,,-79,-83,-69,-74,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508669059,-82,,-82,-71,,,,-60,-69,-78,-62,-81,-69,-81,-60,,-70,-71,-76,-78,,,-84,-81,,-68,-68,,-62,-81,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508672274,-82,,-82,-78,,,,-62,-71,-75,-63,-81,-71,-81,-65,-64,-65,-65,-75,-76,-79,-81,-81,-79,-82,-78,-78,-67,-68,-79,-79,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508675539,,,,-79,,,,-64,-77,-81,-64,,-71,,-71,-70,-64,-65,-74,-74,-79,-75,-81,-85,-75,-78,-78,-72,-80,-80,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508678842,,,,-76,,,,-67,-76,-81,-66,,-80,,-79,-79,-64,-70,-75,-74,,-75,,-80,-82,,,-77,-77,-80,-79,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508682110,,,,-76,,,,-71,-76,,-72,,-82,,-79,-80,-71,-70,-70,,-80,-82,,-80,-81,,,-77,-78,-80,-79,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508685373,,,,,,,,-71,,,-77,,-82,,-79,-80,-58,-59,-69,-70,-73,-81,-74,-90,-80,,,-77,-78,,-74,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508688623,,,,,,,,-66,-75,-78,-77,,,,,-78,-70,-73,-69,-73,-79,-83,-86,-80,-81,,,-72,,-79,-79,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508691856,,,,,,,,-60,-75,-75,-59,,-75,,-77,-79,-71,-72,,-73,-80,-84,-85,-80,-81,,,-68,,-79,-60,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508695145,,,,,,,,-80,-75,-75,-59,,-75,,-77,-79,-71,-72,,,-80,-84,-85,,,,,-81,,,-60,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508698491,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508734934,,,,,,,,,,,,,,,,,,,,,-80,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508738227,,,,,,,,,,,,,,,,,-80,,,,-76,,,,,,,,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508741519,,,,,,,,,,,,,,,,,-80,-82,,,-77,,,,,,,,,,-80,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508744754,,,,,,,,,,,,,,,,,-80,-82,,,-80,,,,,,,,,,-80,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508748038,,,,,,,,,,,,,,,,,-80,,,,-79,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508751341,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,-73,,-79,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508754695,,,,,,,,,,,,,,,,,,,,,-71,-88,,,,,,,,,-72,,-79,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508757993,,,,,,,,,,,,,,,,,-74,-75,,,-71,-88,,,,,,,,,-72,,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508761290,,,,,,,,,,,,,,,,,-74,-76,,,-71,,-87,,,,,,,,-68,,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508764573,,,,,,,,,,,,,,,,,-78,-76,,,-71,-85,-87,,,,,,,,-70,,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508767860,,,,,,,,,,,,,,,,,-78,-78,,,-71,-85,,,,,,,,,-74,,-77,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508771162,,,,,,,,,,,,,,,,,-74,-78,,,-70,-85,,,,,,,,,-71,,-81,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508774446,,,,,,,,,,,,,,,,,-74,,,,-70,-85,,,,,,,,,-76,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508777704,,,,,,,,,,,,,,,,,-75,-76,,,-71,,,,,,,,,,-72,,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508780998,,,,,,,,,,,,,,,,,-64,-64,-75,-75,-72,-75,,,-76,,,,,,-68,-87,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508784300,,,,,,,,,,,,,,,,,-64,-64,-75,-75,-74,-75,,,-76,,,,,,-68,-87,-83,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508787598,,,,,,,,,,,,,,,,,-77,-77,,,-74,,,,,,,,,,-74,,-80,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508790856,,,,,,,,,,,,,,,,,-73,-75,-79,-80,-70,,-89,,,,,,,,-68,-85,-78,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508794100,,,,,,,,,,,,,,,,,-69,-69,-80,-81,-65,-84,-87,,-83,,,,,,-65,-84,-73,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508797352,,,,,,,,,,,,,,,,,-67,-67,-80,-80,-68,-80,-83,,-80,,,,,,-66,-85,-75,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508800658,,,,,,,,,,,,,,,,,-73,-73,,-80,-65,-80,-83,,-87,,,,,,-63,-85,-78,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508803940,,,,,,,,,,,,,,,,,-75,-74,,,-68,-85,,,-87,,,,,,-66,,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508807188,,,,,,,,,-82,,,,-82,,,,-76,-76,,,-70,-74,-79,,-74,,,,,,-70,,-71,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508810422,,,,-77,,,,-68,-87,,,,-86,,,,-76,-72,-80,,-70,-74,-81,,-74,,,,-80,,-73,,-71,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508813654,,,,-77,,,,-80,-82,,,,-82,,,,,-68,-70,,,-78,-81,,-78,,,,-80,,-71,,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508816903,,,,,,,,-75,-82,,-75,,-82,,,,-66,-68,-70,-69,-59,-75,-72,,-75,,,,,,-62,-73,-70,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508820192,,,,,,,,-75,,,-78,,-82,,,,-59,-60,-70,-72,-59,-70,-72,,-70,,,,,,-59,-71,-71,-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454508823477,,,,,,,,-79,,,-78,,-82,,,,-54,-54,-68,-69,-64,-70,-71,,-70,,,,,,-70,-71,-76,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
