,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526465497381,-200,-200,-200,-71,-68,-79,-86,-80,-73,-86,-200,-89,-87,-200,-200,-200,-200
1526465497481,-200,-91,-200,-71,-200,-81,-200,-200,-74,-200,-200,-91,-200,-85,-200,-200,-200
1526465497588,-73,-200,-200,-72,-69,-81,-85,-81,-77,-88,-200,-90,-83,-200,-200,-200,-200
1526465497691,-77,-200,-200,-72,-70,-200,-84,-200,-78,-200,-200,-90,-200,-85,-200,-200,-200
1526465497777,-74,-89,-200,-71,-71,-81,-80,-80,-200,-92,-200,-87,-200,-86,-200,-200,-200
1526465497885,-74,-86,-200,-71,-68,-77,-83,-79,-200,-89,-200,-88,-200,-86,-200,-200,-200
1526465497994,-74,-200,-200,-73,-67,-79,-86,-200,-75,-93,-200,-200,-200,-200,-200,-200,-200
1526465502487,-73,-95,-90,-200,-67,-200,-83,-200,-74,-92,-200,-200,-83,-200,-200,-200,-200
1526465502682,-73,-200,-200,-75,-68,-200,-86,-200,-200,-89,-200,-200,-84,-200,-96,-200,-200
1526465502824,-73,-200,-200,-75,-67,-73,-200,-200,-76,-200,-200,-200,-83,-200,-96,-200,-200
1526465502931,-200,-200,-200,-75,-68,-200,-200,-82,-68,-94,-200,-200,-200,-200,-98,-200,-200
1526465507441,-200,-200,-200,-79,-77,-81,-200,-90,-200,-92,-200,-99,-93,-200,-200,-200,-200
1526465507526,-77,-84,-200,-79,-200,-80,-200,-91,-200,-91,-200,-200,-200,-200,-200,-200,-200
1526465507630,-77,-84,-200,-79,-78,-80,-200,-90,-68,-200,-200,-200,-95,-100,-200,-200,-200
1526465507767,-77,-200,-200,-79,-77,-200,-200,-90,-69,-200,-200,-98,-93,-200,-200,-200,-200
1526465507876,-200,-83,-97,-79,-77,-80,-200,-90,-200,-200,-200,-200,-200,-100,-200,-200,-200
1526465507990,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-97,-200,-200,-200,-200,-200
