,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526453718738,-200,-200,-72,-74,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526453718852,-82,-200,-72,-74,-200,-72,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526453718965,-83,-200,-72,-200,-77,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526453723680,-76,-80,-76,-68,-83,-65,-61,-87,-200,-90,-200,-200,-200,-200,-200,-200
1526453723841,-200,-75,-66,-68,-200,-200,-69,-200,-200,-90,-200,-200,-200,-200,-200,-200
1526453728760,-200,-200,-66,-68,-200,-79,-69,-200,-200,-200,-200,-200,-200,-87,-200,-200
1526453728863,-200,-200,-66,-68,-78,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526453728966,-200,-75,-66,-68,-200,-200,-68,-200,-200,-200,-200,-200,-200,-87,-200,-200
1526453729088,-81,-72,-72,-73,-76,-200,-69,-84,-200,-200,-200,-200,-200,-87,-200,-200
1526453733797,-200,-200,-200,-200,-76,-200,-70,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526453733907,-200,-200,-200,-200,-77,-71,-69,-84,-92,-200,-200,-200,-200,-200,-200,-200
1526453734018,-82,-200,-200,-200,-76,-81,-69,-85,-200,-200,-200,-200,-200,-200,-200,-200
1526453738713,-75,-78,-200,-68,-82,-200,-61,-86,-88,-90,-200,-200,-200,-200,-200,-200
1526453738819,-76,-79,-77,-67,-82,-65,-62,-200,-88,-90,-92,-200,-91,-200,-200,-200
1526453738950,-200,-200,-77,-68,-82,-65,-62,-200,-200,-90,-200,-200,-200,-200,-200,-200
1526453739055,-200,-77,-65,-67,-200,-65,-62,-88,-200,-200,-200,-200,-200,-87,-200,-200
1526453743697,-200,-78,-66,-68,-200,-200,-200,-200,-200,-200,-200,-200,-90,-87,-200,-200
1526453743887,-200,-78,-65,-200,-76,-78,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526453743995,-200,-200,-66,-200,-76,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526453744095,-85,-200,-66,-68,-77,-71,-68,-84,-200,-200,-200,-200,-200,-200,-200,-94
1526453749257,-82,-71,-74,-200,-77,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200
1526453749366,-82,-200,-73,-72,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526453749479,-82,-200,-200,-72,-200,-200,-68,-83,-200,-200,-200,-200,-200,-200,-200,-200
