,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0,vlucci.com AC-V1.4.0.0
1526454494062,-200,-200,-200,-73,-200,-63,-200,-76,-89,-69,-200,-200,-200,-200,-200,-200
1526454498699,-87,-66,-200,-64,-200,-58,-68,-200,-82,-66,-200,-200,-89,-200,-200,-200
1526454498810,-200,-66,-200,-200,-200,-57,-68,-200,-82,-66,-200,-200,-200,-200,-200,-200
1526454498911,-200,-200,-200,-64,-200,-58,-68,-69,-200,-66,-200,-200,-200,-200,-200,-200
1526454499070,-200,-67,-200,-64,-200,-57,-200,-200,-82,-200,-200,-200,-89,-200,-200,-200
1526454503683,-200,-79,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-90
1526454503875,-200,-79,-200,-200,-200,-65,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
1526454503985,-200,-79,-200,-200,-200,-66,-200,-76,-90,-200,-200,-200,-84,-200,-200,-200
1526454504092,-200,-78,-200,-200,-200,-62,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200
1526454508754,-200,-72,-90,-74,-200,-63,-74,-73,-85,-66,-200,-200,-200,-200,-200,-200
1526454508976,-200,-200,-200,-200,-200,-63,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200
1526454509085,-200,-200,-200,-62,-200,-57,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200
1526454513718,-85,-200,-200,-62,-200,-57,-200,-76,-84,-67,-200,-92,-200,-91,-200,-200
1526454513818,-85,-69,-200,-62,-200,-57,-200,-200,-84,-67,-200,-91,-90,-200,-200,-200
1526454513922,-200,-69,-200,-62,-200,-200,-75,-200,-200,-67,-200,-92,-89,-200,-200,-200
1526454514025,-89,-69,-200,-200,-200,-200,-200,-200,-84,-67,-200,-200,-89,-200,-200,-200
1526454518679,-200,-78,-92,-77,-200,-200,-75,-200,-88,-66,-200,-200,-84,-200,-200,-200
1526454518783,-200,-200,-90,-77,-88,-62,-200,-77,-200,-200,-89,-200,-200,-200,-200,-200
1526454518902,-200,-200,-200,-77,-200,-62,-75,-200,-89,-65,-200,-200,-200,-200,-200,-200
1526454523673,-200,-200,-200,-200,-200,-59,-74,-200,-200,-68,-200,-200,-200,-200,-200,-200
1526454523777,-200,-200,-200,-200,-200,-60,-74,-200,-88,-68,-200,-200,-200,-200,-200,-200
1526454524196,-200,-200,-200,-200,-200,-70,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
1526454524394,-86,-72,-200,-200,-200,-59,-200,-76,-200,-66,-200,-200,-90,-200,-200,-200
1526454524505,-200,-200,-200,-62,-200,-59,-200,-70,-200,-200,-200,-200,-89,-200,-200,-200
1526454528724,-200,-200,-200,-62,-200,-62,-77,-74,-84,-200,-200,-200,-200,-200,-200,-200
1526454528856,-85,-200,-200,-200,-200,-62,-76,-200,-200,-200,-200,-200,-90,-200,-200,-200
1526454528955,-85,-200,-200,-62,-200,-62,-76,-200,-200,-67,-200,-200,-88,-200,-200,-200
1526454529060,-85,-64,-200,-62,-200,-200,-76,-200,-85,-200,-200,-200,-200,-200,-200,-200
1526454533684,-200,-200,-200,-200,-200,-63,-75,-200,-86,-69,-200,-200,-200,-89,-200,-200
1526454533795,-200,-80,-200,-200,-200,-70,-75,-200,-200,-75,-200,-200,-83,-200,-200,-200
1526454534172,-200,-77,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454534281,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1526454534381,-200,-76,-200,-200,-96,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
